,,Anne,,0000-1536,1533-1536,,Queen of England,,Handbook of British Chronology,,Anne Boleyn
,,Jane,,c 1508-1537,1536-1537,,Queen of England,,Handbook of British Chronology,,Jane Seymour
,,Anne,,1515-1557,1540-1540,,Queen of England,,Handbook of British Chronology,,Anne of Cleves
,,Catherine,,c 1521-1542,1540-1542,,Queen of England,,Handbook of British Chronology,,Catherine Howard
,,Catherine,,1512-1548,1543-1547,,Queen of England,,Handbook of British Chronology,,Catherine Parr
,,Jane,,1537-1554,1553-1553,,Queen of England,,Handbook of British Chronology,,
,,Mary I,,1516-1558,1553-1558,,Queen of England,,Handbook of British Chronology,,
,,Elizabeth I,,1533-1603,1558-1603,,Queen of England,,Handbook of British Chronology,,
,,Anne,,1574-1619,1603-1625,,Queen of England,,Handbook of British Chronology,,Anne of Denmark
,,Henrietta Maria,,1609-1669,1625-1649,,Queen of England,,Handbook of British Chronology,,Henrietta Maria of France
