Foster,,Christopher,,d ? c 1582,1577,,Churchwarden of Darlington,,"Register 31, fol. 33 r",,Perhaps the Christofer Foster of Darlington whose will was dated in 1581 and proved in 1582 (North East Inheritance database),
Fouldes,,John,,d ? 1617,1583-1617,,Vicar of North Wheatley,,CCEd Person ID: 117110,Foldes,,
Frankland,,John,,d ? 1596,1577,,Churchwarden of Elwick Hall,,"Register 31, fol. 32 v",Franklande,"Will of John Franklein (Franckland) of Amerston, Elwick Hall, made and proved in 1596 (North East Inheritance database)",
French,,Patrick,,fl 1577,1577,,Curate of Bamburgh,,CCEd Person ID: 117272,Frenche,,
Freswell,,John,,fl 1577,1577,,Churchwarden of Simonburn,,"Register 31, fol. 29 v",,Possibly of the family of the John Freisell whose will was proved in 1613 (North East Inheritance database),
Fretwell,,Roger,,d 1609,1591-1609,,Rector of Dinnington,,CCEd Person ID: 117274,,"Schoolmaster, Cawthorne Free School, 1590",
Galley,,John,,d ? 1615,1615-1615,,Rector of High Hoyland,,CCEd Person ID: 1172994,,,
Gardner,,Thomas,,d ? 1645,1635-?1645,,Vicar of Sutton on the Forest,,CCEd Person ID: 117305,,,
Garford,,Dennis,,d ? 1620,1589-1620,,Rector of Folkton,,CCEd Person ID: 117303,,"Vicar of Salton, 1573-1592",
Gargrave,,Ralph,,d 1589,1577,,? Parishioner of Auckland St Helen,,"Register 31, fol. 33 v",,"Presumably the Ralphe Gargrave, Auckland St Helen, whose will was dated and proved in 1589 (North East Inheritance database)",
Garmerson,,Henry,,fl 1577,1577,,? Parishioner of Auckland St Helen,,"Register 31, fol. 33 v",,? Henry; H. as written,
Garnett,,William,,d c 1578,1562-1577,,"Rector of Ryton; Rector of Egglescliffe, 1577",,CCEd Person ID: 117311,Garnet,"Also chantry priest, York Minster, Chantry of St Christopher and St Andrew, 1540 (CCEd); Spiritual chancellor of Durham, 1560, will dated 1576 and 1577, probate granted Feb 1578 (North East Inheritance database)",
Garnett,,Thomas,,d 1577,1550-1577,,Vicar of Felkirk,,CCEd Person ID: 117313,,,
Garnett,,Edward,,fl 1577,1577,,Churchwarden of Ovingham,,"Register 31, fol. 29 v",Garnet,,
Garnett,,William,,fl 1577,1577,,Churchwarden of Elton,,"Register 31, fol. 32 v",Garnet,,
Garnett,,Robert,,fl 1577,1577,,Churchwarden of Elton,,"Register 31, fol. 32 v",Garnet,,
Garrett,,Robert,,fl 1577,1577,,Vicar of Eglingham,,CCEd Person ID: 117316,Garret,,
Garrett,,Edward,,d ?1606,1577,,? Churchwarden of Shilbottle,,"Register 31, fol. 31 v",Garret,Perhaps the Edward Garratt of Shilbottle whose will was dated and proved in 1606 (North East Inheritance database),
Garrie,,William,,fl 1577,1577,,Curate of Heighington,,CCEd Person ID: 117470,Gurrie,Standard name from North East Inheritance database,
Gates,,Henry,,fl 1577,1577,,Vicar of Alston,,CCEd Person ID: 117324,,CCEd Record ID: 233187,
Gelson,,Robert,,fl 1577,1577,,Churchwarden of Witton Gilbert,,"Register 31, fol. 26 v",,,
Gibbons,,Marmaduke,,d 1633,1619-1633,,Rector of York St Martin Micklegate,,CCEd Person ID: 117480,,,
Gibson,,James,,d 1588,? 1572-1588,,Rector of Roos,,? CCEd Record ID: 100992,,"CCEd Person ID: 116462 is for Jacobus Dickson, not Gibson, but might provide appropriate details for this testator",
Gibson,,Richard,,d 1588,1577-1588,,Rector of Kirkheaton,,CCEd Person ID: 61983,,,
Gibson,,Robert,,fl 1577,1577,,? Churchwarden of Durham St Giles,,"Register 31, fol. 26 v",,"Not described as 'warden', but presumably listed as such",
Gibson,,John,,fl 1577,1577,,Churchwarden of Newcastle All Saints,,"Register 31, fol. 29 r",,,
Gibson,,Richard,,fl 1577,1577,,Churchwarden of Newbiggin,,"Register 31, fol. 30 v",Gybson,,
Gibson,,John,,fl 1577,1577,,Churchwarden of Longhoughton,,"Register 31, fol. 31 r",,,
Gibson,,John,,fl 1577,1577,,? Churchwarden of Houghton Le Spring,,"Register 31, fol. 31 v",,,
Gilpin,,Bernard,,1517-1584,1558-1584,,"Archdeacon of Durham, before 1559-1560; Rector of Houghton Le Spring; Founder of school at Houghton Le Spring, 1574; Rector of Thornton le Moors, 1553.",,CCEd Person ID: 7777; North East Inheritance database,Gilpinge,"CCED gives parish as Haughton le Skerne and also gives John Tunstall (Person ID: 78712) as Rector of Haughton le Skerne on 15 Aug 1577 from Reg 31, but not listed as such on this folio.",
Gimney,,Richard,,d ? 1635,1613-c 1635,,Vicar of East Stoke,,CCEd Person ID: 117518; 117541; ? 117733,Gunney,"(CCEd death event as Henry Gimney, Person ID 117516; ? also subscription event, Richard Gurney, Person ID: 117733)",
Gledhill,,Hugh,,d 1581,1559-1581,,Vicar of Huddersfield St Peter,,CCEd Person ID: 117520,Gledehill,,
Glover,,Richard,,d ? c 1588,1577,,Parishioner of Darlington,,"Register 31, fol. 33 r",,"?Richard; R. as written; perhaps the Richard Glover of Darlington, whose will was made in 1587 and proved in 1588 (North East Inheritance database)",
Golightly,,William,,fl 1577,1577,,? Churchwarden of Rock,,"Register 31, fol. 31 v",,,
Goodrick,,John,,d ? 1611,1600-1611,,"Rector of Treswell, west moiety",,CCEd Person ID: 36304,,(Goodriche in CCEd),
Goodwin,,Anthony,,d ? 1628,1577-1628,,Rector of Rawmarsh,,"CCEd Person ID: 117576, 117578",,(Arthur Goodwyn in CCEd Person ID 117578),
Goston,,Charles,,fl 1577,1577,,Churchwarden of Ponteland,,"Register 31, fol. 29 r",,,
Goutley,,Dorothy,,d ? 1637,,,"of Ragnell, Dunham, widow",,Register 32,,,
Gowton,,John,,d 1612,1579-1612,,Rectory of Welbury,,CCEd Person ID: 117582,,(Gorlton in CCEd),
Grame,,John,,fl 1577,1577,,Curate of Billingham,,CCEd Person ID: 117602,,,
Grange,,,junior,fl 1577,1577,,Churchwarden of Wolsingham,,"Register 31, fol. 33 r",Grainge,,
Granger,,John,,fl 1577,1577,,Curate of Gateshead,,CCEd Person ID: 117605,,,
Gray,,William,,d ? 1646,1627-1646,,Rector of Roos,,CCEd Person ID: 117613,,"Vicar of North Grimston, 1621-1627",
Gray,,George,,fl 1577,1577,,Curate of Newcastle St John; Chaplain of Newcastle St Mary's Hospital,,CCEd Person ID: 117626,,West Spittle Hospital,
Gray,,Ralph,,fl 1577,1577,,Vicar of ?Kirkwhelpington,,CCEd Person ID: 117634,,Perhaps the Raiph Graie whose probate bond was dated 1587 (North East Inheritance database),
Gray,,John,,fl 1577,1577,,Vicar of Chillingham,,CCEd Person ID: 117635,,,
Gray,,John,,fl 1577,1577,,? Churchwarden of Felton,,"Register 31, fol. 31 v",,,
Gray,,John,,fl 1577,1577,,Churchwarden of Merrington,,"Register 31, fol. 33 r",,,
Greaves,,William,,d ? 1646,1612-c 1646,,Rector of Nuthall,,CCEd Person ID: 117640,,,
Green,,Christopher,,fl 1577,1577,,Curate of Durham St Nicholas,,CCEd Person ID: 117662,Greene,,
Green,,William,,d 1600,1575-1600,,Vicar of Burton Agnes,,CCEd Person ID: 117668,,,
Green,,William,,d ? 1592,0000-1592,,Kilvington,,CCEd Record ID: 101138,Grene,,
Green,,Edward,,fl 1577,1577,,? Churchwarden of Ulgham,,"Register 31, fol. 30 v",Greene,"Presumably churchwarden, but not named as such",
Green,,George,,fl 1577,1577,,? Churchwarden of Alnwick,,"Register 31, fol. 31 v",Greene,,
Green,,Marmaduke,,fl 1577,1577,,Churchwarden of Billingham,,"Register 31, fol. 32 v",Greene,,
Greensides,,Harry,,d after 1640,,,"Hagghouse by the Minster Milns, Brotherton",,Register 32,,,
Greenwell,,Robert,,fl 1575-,1577,,Curate of Bedlington,,CCEd Person ID: 117103,,,
Greenwell,,John,,d ? 1610,c  1577-c 1610,,Rector of Edmundbyers,,CCEd Person ID: 117713; North East Inheritance database,Grenwell,,
Greenwell,,John,,fl 1577,1577,,Curate of Muggleswick,,CCEd Person ID: 117730,Grinwell,,
Greenwell,,William,,fl 1577,1577,,Churchwarden of Lanchester,,"Register 31, fol. 27 r",Grinwell,,
Greenwell,,William,,fl 1577,1577,,Churchwarden of Newcastle St Nicholas,,"Register 31, fol. 29 r",Grenwell,,
Greenwood,,Charles,,d 1643,1613-1643,,Rector of Thornhill,,CCEd Person ID: 117704,,"Preacher, Thornhill, 1613",
Grice,,John,,fl 1577,1577,,Churchwarden of Auckland St Andrew,,"Register 31, fol. 33 v",,,
Grimston,,Henry,,d ? 1592,0000-1592,,Rector of Cowlam,,CCEd Person ID: 117725,,"Rector of Goodmanham, 1565-1596",
Hackforth,,John,,fl 1577,1577,,Churchwarden of Brancepeth,,"Register 31, fol. 33 r",Hackfurth,,
Haddlesey,,Robert,,d 1621,1603-1621,,Rector of Catwick,,CCEd Person ID: 117763,Haddlesay,Also CCEd Record ID: 87855),
Hall,,John,,d ? 1615,1587-1615,,Rector of Rise,,CCEd Person ID: 117796,,,
Hall,,John,,fl 1577,1577,,Vicar of Kirknewton; Vicar of Wooler,,CCEd Person ID: 117800,,,
Hall,,John,,fl 1577,1577,,Curate of Kirknewton,,CCEd Person ID: 117801,,Scotus',
Hall,,Robert,,fl 1577,1577,,Schoolmaster of Darlington,,CCEd Person ID: 117814,,,
Hall,,Leonard,,fl 1577,1577,,Curate of Elsdon,,CCEd Person ID: 117818,,CCEd has William,
Hall,,Humphrey,,d ? 1627,1587-1627,,Rector of Patrington,,CCEd Person ID: 141299,,"Vicar of Kirk Ella, 1582-1583; Preacher, York diocese, 1604",
Hall,,Nicholas,,fl 1577,1577,,Churchwarden of Monk Hesleden,,"Register 31, fol. 26 v",,,
Hall,,John,,fl 1577,1577,,Churchwarden of Elsdon,,"Register 31, fol. 29 r",,,
Hall,,William,,fl 1577,1577,,Churchwarden of Heddon on the Wall,,"Register 31, fol. 29 r",,,
Hall,,John,,d ? 1636,,,of Osbaldwick,,Register 32,,,
Hall,,John,,d ? 1639,,,of York city,,Register 32,,,
Halliman,,Martin,,fl 1577,1577,,Master of  Newcastle Maison Dieu or St Katherine's Hospital,,CCEd Person ID: 117874,Hallyman, Given as 'Masendowe',
Hallman,,Brian,,fl 1577,1577,,Churchwarden of Chester-le-Street,,"Register 31, fol. 26 v",,,
Halman,,Brian,,d 1578,1559-1578,,Rector of Welbury,,CCEd Person ID: 118092,,(Hawmond in CCEd),
Hancock,,Nicholas,,d ? 1604,1578-1604,,Vicar of Gedling,,CCEd Person ID: 117883,Hancocke,,
Hancock,,Richard,,fl 1577,1577,,Vicar of Ponteland; Vicar of Hartburn,,CCEd Person ID: 117888,Handcocke,,
Handfield,,Thomas,,fl 1577,1577,,Churchwarden of Elwick Hall,,"Register 31, fol. 32 v",Handfelde,,
Handley,,Thomas,,d 1588,c 1577-c 1582,,"Vicar of Woodhorn; Vicar of Warkworth, 1577",,CCEd Person ID: 117890,,Will made and proved in 1588 (North East Inheritance database),
Harbottle,,Robert,,d 1579,1577,,Churchwarden of Tanfield,,"Register 31, fol. 27 r",Harbattle,"Presumably the Robert Harbottle [of Tanfield], will proved 1579 (North East Inheritance database)",
Harbottle,,William,,fl 1577,1577,,Churchwarden of Horton,,"Register 31, fol. 30 v",Hurbottle,,
Harding,,William,,d ? 1584,1577,,"Minor Canon, Durham Cathedral",,"North East Inheritance database, will proved 1584",Hardinge,"Vicar of Hart; Vicar of Heighington, 1577, CCEd Person ID: 117967",
Harding,,Christopher,,d ? 1579,0000-c 1579,,Vicar of Darton,,Register 31,Hardinge,,
Hargreaves,,Arthur,,d ? 1624,1601-c 1624,,Vicar of Orston,,CCEd Person ID: 117979,,,
Harper,,Henry,,d ? 1579,,,"of Chester, gentleman",,Register 31,,,
Harris,,Edward,,d ? 1625,1595-c 1625,,Rector of Shelton,,CCEd Person ID: 26689,,"Minister, Cottenham and tolerated to read prayers there, 1588",
Harrison,,Henry,,d ? 1612,1588-1612,,Rector of Holmpton,,CCEd Person ID: 118013,,Also CCEd Record ID: 150775,
Harrison,,Brian,,d 1608,1606-1608,,Vicar of Kellington,,CCEd Person ID: 118019,Harison,"? Rector of Hemsworth, ? 1564-1606 as Thomas Harrison (CCEd Person ID: 118042)",
Harrison,,Christopher,,d 1584,1565-1584,,Vicar of Bossall,,CCEd Person ID: 118021,,,
Harrison,,George,,d ? 1615,1579-c 1615,,Rector of Thormanby,,CCEd Person ID: 118027,,,
Harrison,,John,,d 1590,1571-1590,,Vicar of Great Edstone,,CCEd Person ID: 118029,,,
Harrison,,Thomas,,fl 1577,1577,,of Muggleswick,,"Register 31, fol. 26 v",,? Parishioner,
Harrison,,John,,fl 1577,1577,,? Churchwarden of Whitfield,,"Register 31, fol. 29 v",,"Not described as 'warden', but presumably listed as such",
Harrison,,Francis,,fl 1577,1577,,Parishioner of Middleton St George,,"Register 31, fol. 32 v",,,
Harrison,,John,,fl 1577,1577,,Churchwarden of Merrington,,"Register 31, fol. 33 r",,,
Harrison,,Rowland,,fl 1577,1577,,Churchwarden of Coniscliffe,,"Register 31, fol. 33 r",,,
Harrison,,Thomas,,fl 1577,1577,,? Parishioner of Haughton Le Skerne,,"Register 31, fol. 33 v",Harison,,
Harrison,,Thomas,,fl 1577,1577,,"Songman, Durham Cathedral",,Register 31,,,
Harrison,,William,,fl 1577,1577,,"Songman, Durham Cathedral",,Register 31,,,
Harrop,,Reginald,,d ? 1579,1575-1579,,Rector of Cromwell,,CCEd Person ID: 118035,Harrope,Renold,
Harrop,,John,,fl 1577,1577,,Churchwarden of Newcastle St Andrew,,"Register 31, fol. 29 r",Harrope,,
Harry,,John,,fl 1577,1577,,? Parishioner of Haughton Le Skerne,,"Register 31, fol. 33 v",Harie,"Possibly either the John Hayre, of Great Burdon, Haughton Le Skerne, whose will was made and proved in 1581 or the John Haire of Haughton Le Skerne, whose probate bond was dated in 1589 (North East Inheritance database)",
Hart,,William,,fl 1577,1577,,Vicar of Mitford,,CCEd Person ID: 118050,Harte,clerk',
Hartburn,,John,,fl 1577,1577,,Churchwarden of Long Newton,,"Register 31, fol. 32 v",Hartburne,,
Hartford,,Anthony,,d 1604,1587-1604,,Rector of York St Martin Micklegate,,CCEd Person ID: 118055,,,
Harvey,,George,,d ? 1604,1581-1604,,Rector of Tollerton,,CCEd Person ID: 118058,Harvie,,
Harvey,,James,,d 1578,,,of Pemberton,,Register 31,Harvie,,
Hassell,,Jeremy,,d ? 1637,1622-1637,,Rector of Bulmer,,CCEd Person ID: 118064,,"Vicar of Boynton, 1622-1625",
Hastie,,Patrick,,fl 1577,1577,,Curate of Rock,,CCEd Person ID: 118070,,,
Hatherwick,,Thomas,,fl 1577,1577,,Churchwarden of South Gosforth,,"Register 31, fol. 29 r",Hatherwicke,,
Haughton,,John,,d ? 1622,1617-1622,,Vicar of Cottingham,,CCEd Person ID: 118073,,,
Hawkswell,,James,,d ? 1636,,,of East Harlsey,,Register 32,Hawkeswell,,
Hawkyard,,William,,d ? 1580,1560-1580,,Normanton on Trent,,CCEd Person ID: 118090,Haukyearde,,
Haworth,,Peter,,d ? 1624,1598-1624,,Vicar of Everton,,CCEd Person ID: 118066,,,
Haworth,,Joseph,,d 1635,1602-1635,,Vicar of Batley,,CCEd Person ID: 118067,Howorth,,
Hayes,,Thomas,,d ? 1617,1592-1617,,Rector of Kirkby in Ashfield,,CCEd Person ID: 117758,,,
Hayton,,Robert,,d 1609,1580-1609,,Rector of Burnby,,CCEd Person ID: 117774,,,
Hearn,,William,,fl 1577,1577,,of Ford,,"Register 31, fol. 31 r",Hearne,Presumably churchwarden,
Hebburn,,Simon,,d ? 1583,1577,,? Churchwarden of Holy Island,,"Register 31, fol. 31 v",,"Probably the Symon Heyborne of Goswick, Holy Island, whose will was made in 1582 and proved in 1583 (North East Inheritance database)",
Hedley,,Thomas,,fl 1577,1577,,Curate of Ryton,,CCEd Person ID: 118119,,,
Hedley,,Nicholas,,d ? 1587,1577,,Churchwarden of Tanfield,,"Register 31, fol. 27 r",,"Presumably the Nicholas Henlie of Tanfield, will proved 1587 (North East Inheritance database)",
Hedon,,John,,fl 1577,1577,,Churchwarden of Pittington,,"Register 31, fol. 26 v",,Also listed under Durham St Oswald,
Hedwardine,,Robert,,d ? 1610,1598-1610,,Vicar of Lund,,CCEd Person ID: 118076,,(Hawardine in CCEd),
Heighington,,Richard,,fl 1577,1577,,? Churchwarden of Bishop Middleham,,"Register 31, fol. 32 v",Heighinton,,
Heighington,,William,,d ? c 1611,1577,,Parishioner of Merrington,,"Register 31, fol. 33 r",Heighinton,Perhaps the William Heightinton of Merrington whose probate inventory was dated in 1612 (date of probate 1611) (North East Inheritance database),
Helme,,Thomas,,d ? 1585,1554-1585,,Rector of Leathley,,CCEd Person ID: 118129,,"Vicar of Ferry Fryston, 1551-1556",
Heron,,William,,fl 1560-c 1584,1560-c 1584,,Vicar of Alnham,,CCEd Person ID: 118112,Hearon,,
Herring,,John,,d 1621,c 1605-1621,,Vicar of Basford,,CCEd Person ID: 118110,,"(Hearinge in CCEd); Vicar of Marnham, 1602-1619; institution to Basford of John Henry in 1605 is also relevant (CCEd Person ID: 118136)",
Heseltine,,Richard,,d ? 1633,1615-1633,,Vicar of Brayton,,CCEd Person ID: 118155,,,
Hessle,,John,,fl 1577,1577,,? Churchwarden of Castle Eden,,"Register 31, fol. 27 r",Hessell,,
Hewetson,,Robert,,fl 1577,1577,,Parishioner of Darlington,,"Register 31, fol. 33 r",,,
Hewett,,Henry,,fl 1577,1577,,Churchwarden of West Lilburn,,"Register 31, fol. 31 r",Hewet,,
Hewett,,Ralph,,fl 1577,1577,,? Churchwarden of Alnham,,"Register 31, fol. 32 r",Hewet,,
Hey,,Lawrence,,d 1613,1594-1613,,Vicar of Walesby,,CCEd Person ID: 117769,Heye,(Haies in CCEd),
Heyworth,,Richard,,d ? 1633,,,"of Hensall, yeoman",,Register 32,,,
Hickson,,Thomas,,fl 1577,1577,,Parishioner of Merrington,,"Register 31, fol. 33 r",,,
Higgins,,Anthony,,d ? 1624,1608-1624,,Dean of Ripon,,CCEd Person ID: 37087,Higgin,"(Higgen in CCEd); Rector of Kirk Deighton, 1583-1624; Chaplain to the Archbishop of York, 1590 (CCEd also give Subdean, York Minster 1587 (entry struck through); no corresponding entry in Fasti, so perhaps a scribal error?)",
Higgins,,George,,d ? 1630,1586-1630,,Rector of Eakring,,CCEd Person ID: 37088,Higgin,"Prebendary of Eaton, Southwell Minster, 1588-1624",
Hill,,Henry,,d ? 1584,,,Vicar of Kettlewell,,CCEd Person ID: 118198,,,
Hill,,John,,d ? 1637,,,"of Cowick, labourer",,Register 32,,,
Hind,,Richard,,fl 1572-1577,1577,,Churchwarden of Lamesley,,"Register 31, fol. 27 r",Hinde,"Presumably the Richard Hynd, executor of Jhon Hynd, yeoman of Cockes Close, Lamesley, probate granted 1572 (North East Inheritance database).",
Hindley,,Richard,,d 1602,1582-1602,,Rector of Finningley,,CCEd Person ID: 118207,,"Rector of South Leverton, 1568-1582",
Hindmarsh,,Christopher,,fl 1577,1577,,Churchwarden of Woodhorn,,"Register 31, fol. 30 v",Hyndmers,,
Hoblin,,,,fl 1577,1577,,Churchwarden of Wolsingham,,"Register 31, fol. 33 r",,,
Hobson,,James,,fl 1577,1577,,Curate of Eggleston chapel,,CCEd Person ID: 118235,,,
Hobson,,William,,d ? 1614,,,of Awbrough,,Register 31,,,
Hobson,,Robert,,d ? 1636,,,"of Ursleek, Yates, yeoman, buried at Whitgift",,Register 32,,,
Hodge,,Ralph,,fl 1577,1577,,Churchwarden of Boldon,,"Register 31, fol. 27 r",,,
Hodgett,,John,,fl 1577,1577,,Churchwarden of Jarrow,,"Register 31, fol. 26 v",Hodget,,
Hodgson,,William,,fl 1577,1577,,Rector of Gateshead,,CCEd Person ID: 114429,,CCEd has Bodgson),
Hodgson,,Richard,,d ? 1640,1635-c 1640,,Vicar of Stillington,,CCEd Person ID: 118263,Hodgeson,,
Hodgson,,Robert,,fl 1577,1577,,Churchwarden of Medomsley,,"Register 31, fol. 27 r",Hodgeson,,
Hodgson,,Richard,,fl 1577,1577,,Churchwarden of Brancepeth,,"Register 31, fol. 33 r",,"Perhaps the Richard Hodgeson, yeoman, of Brancepeth, will made in 1611 and proved in 1612 (North East Inheritance database)",
Hodgson,,Edward,,d ? 1585,1577,,Churchwarden of Darlington,,"Register 31, fol. 33 r",,Perhaps the Edward Hodgshon of Darlington whose will was made and proved in 1585 (North East Inheritance database),
Hodgson,,Thomas,,fl 1577,1577,,? Parishioner of Auckland St Helen,,"Register 31, fol. 33 v",,,
Hodgson,,Ralph,,fl 1577,1577,,? Parishioner of Hamsterley,,"Register 31, fol. 33 v",,,
Hogg,,William,,fl 1577,1577,,? Churchwarden of Howick,,"Register 31, fol. 31 v",Hogge,,
Hogg,,Robert,,fl 1577,1577,,Churchwarden of Sockburn,,"Register 31, fol. 32 v",Hogge,,
Holden,,George,,d ? 1610,1588-c 1610,,Rector of Roos,,CCEd Person ID: 118274,,,
Holland,,Robert,,d 1597,1569-1597,,Vicar of Sheffield,,CCEd Person ID: 28111,,"Rector of Whiston, 1579-1597",
Holland,,William,,d ? 1579,,,"of Parbold, Eccleston, husbandman",,Register 31,,,
Hollings,,Roger,,d 1585,1560-1585,,Rector of Newton Kyme,,CCEd Person ID: 118319,Hollinges,"Vicar of Bugthorpe, 1549-1560",
Holmes,,George,,d ? 1648,1617-1648,,Rector of Armthorpe,,CCEd Person ID: 118330,,,
Hood,,William,,fl 1577,1577,,? Churchwarden of Bamburgh,,"Register 31, fol. 31 v",Hoode,,
Hooton,,Richard,,fl 1577,1577,,Churchwarden of Hartlepool,,"Register 31, fol. 32 v",,,
Hope,,Christopher,,fl 1577,1577,,Churchwarden of Redmarshall,,"Register 31, fol. 32 v",Hoppe,,
Hopper,,Cuthbert,,fl 1577,1577,,Churchwarden of Medomsley,,"Register 31, fol. 27 r",,,
Hopper,,George,,fl 1577,1577,,Parishioner of Gateshead,,"Register 31, fol. 30 r",,,
Hoppringle,,Jasper,,fl 1577,1577,,Curate of Jarrow,,CCEd Person ID: 118362,,,
Hornby,,Richard,,d 1604,1575-1604,,Vicar of Owthorne,,CCEd Person ID: 118374,Hornbie,,
Horrocks,,Alexander,,d 1588,1572-1588,,Vicar of Kildwick,,CCEd Person ID: 118375,Horrockes,,
Horrocks,,Thomas,,d ? 1601,1577-c 1601,,Vicar of Broughton,,CCEd Person ID: 118377,Horrockes,,
Horseman,,Edward,,d 1604,1591-1604,,Vicar of Skipton,,CCEd Person ID: 118379,,,
Horsley,,John,,fl 1577,1577,,"Songman, Durham Cathedral",,Register 31,,,
Houghton,,Peter,,d ? 1610,1587-1610,,Vicar of Cottingham,,CCEd Person ID: 31998,,,
Howett,,William,,d ? 1636,c 1603-c 1632,,Vicar of ? Farndon,,? CCEd Person ID: 118397,,,
Howey,,John,,fl 1577,1577,,? Churchwarden of Morpeth,,"Register 31, fol. 30 v",Howwye,"Presumably churchwarden, but not named as such",
Howton,,George,,fl 1577,1577,,? Churchwarden of Bamburgh,,"Register 31, fol. 31 v",,,
Hoyle,,Henry,,d ? 1636,1603-1636,,Vicar of Gisburn,,CCEd Person ID: 118282,,"Rector of York St Crux, 1599-1603",
Hubbold,,Richard,,d ? 1632,1623-c 1632,,Rector of Cromwell,,CCEd Person ID: 118408,Hubald,"Rector of Todwick, 1592-1623",
Hudson,,John,,d ? 1592,1563-1592,,Rector of Warmsworth,,CCEd Person ID: 118417,,,
Hudson,,Anthony,,fl 1577,1577,,Curate of Tynemouth,,CCEd Person ID: 118423,,CCEd has Thomas.,
Hudspeth,,George,,fl 1577,1577,,of Cornhill on Tweed,,"Register 31, fol. 31 r",Hewdspeth,,
Hudsworth,,Roger,,fl 1577,1577,,Churchwarden of Corbridge,,"Register 31, fol. 29 v",,Other forms of name might be Hudspeth/Hudspith(North East Inheritance database) ,
Humble,,Ralph,,fl 1577,1577,,? Churchwarden of Belford,,"Register 31, fol. 31 v",,,
Humphreys,,William,,d ? 1624,1613-1624,,Rector of Averham with Kelham,,CCEd Person ID: 28971,,"Prebendary of Dunham, Southwell Minster, 1618-1624",
Hunt,,Nathaniel,,d ? 1631,1620-c 1631,,Vicar of Clarborough,,CCEd Person ID: 118731,,,
Hunt,,Thomas,,d ? 1617,1595-c 1617,,"Rector of Cotgrave, first moiety",,CCEd Person ID: 118732,Hunte,"Vicar of Headon cum Upton, 1579-1596",
Hunt,,Otis,,d ? 1591,1567-c 1591,,Vicar of Methley,,CCEd Person ID: 75235,,(Otho Hunte in CCEd),
Hunter,,John,,d ? 1588,1577,,Churchwarden of Horton,,"Register 31, fol. 30 v",,"Perhaps the John Hunter, yeoman, of Horton whose will was made in 1588 and proved in 1589 (North East Inheritance database)",
Huntingdon,,Thomas,,d ? 1579,1554-c 1579,,Rector of Ackworth,,CCEd Person ID: 118775,,,
Hurd,,Christopher,,fl 1577,1577,,Churchwarden of Edmundbyers,,"Register 31, fol. 26 v",Hurde,,
Hurwood,,Thomas,,d ? 1624,c 1620-1624,,Vicar of South Otterington,,CCEd Person ID: 118736,,,
Hustler,,Christopher,,d 1580,1558-1580,,Rector of Elvington,,CCEd Person ID: 118782,,,
Hutchinson,,John,,fl 1577,1577,,Curate of Ulgham,,CCEd Person ID: 118785,Hutchenson,,
Hutchinson,,Robert,,fl 1577,1577,,Vicar of Grindon,,CCEd Person ID: 118846,,,
Hutchinson,,George,,fl 1577,1577,,Churchwarden of Pittington,,"Register 31, fol. 26 v",Hutchson,Also listed under Durham St Oswald,
Hutchinson,,Thomas,,fl 1577,1577,,Churchwarden of Jarrow St Hilda,,"Register 31, fol. 26 v",Huchinson,,
Hutchinson,,Cuthbert,,d ? 1618,1577,,Churchwarden of Durham St Margaret,,"Register 31, fol. 26 v; North East Inheritance database",Huchenson,"Presumably the Cuthbert Huchison of the parish or chapelry of Durham St Margaret, whose will was proved in 1618",
Hutchinson,,Richard,,d ? c 1587,1577,,? Churchwarden of Bishop Middleham,,"Register 31, fol. 32 v",Huchinson,Probate bond of a Richard Hutcheson dated 1587 (North East Inheritance database),
Hutchinson,,Thomas,,fl 1577,1577,,Churchwarden of Staindrop,,"Register 31, fol. 33 r",Huchinson,"Perhaps the Thomas Hucheson of Langley, Staindrop, whose will was dated and proved in 1606 (North East Inheritance database)",
Hutchinson,,Percival,,d ? 1640,0000-c 1640,,Vicar of Withernwick,,Register 32,,George Coke (CCEd Person ID: 115951) admitted to vicarage 1640; therefore perhaps on death of Hutchinson?,
Hutton,,Philip,,d ? 1638,1629-c 1638,,Rector of Langton upon Swale,,CCEd Person ID: 28580,,See also CCEd Record ID: 6618,
Hutton,,Humphrey,,fl 1577,1577,,? Churchwarden of Brinkburn,,"Register 31, fol. 32 r",,,
Iley,,Thomas,,fl 1577,1577,,Churchwarden of Whitworth,,"Register 31, fol. 26 v",Ilie,,
Jackson,,Robert,,d 1591,1578-1591,,Rector of Sigglesthorne,,CCEd Person ID: 118965,,,
Jackson,,Robert,,d ? 1615,1577-1615,,Rector of Cowthorpe,,CCEd Person ID: 118966,,,
Jackson,,Richard,,fl 1577,1577,,Curate of Easington,,CCEd Person ID: 118983,,,
Jackson,,Roger,,d ? 1586,1556-c 1586,,Rector of East Bridgford,,CCEd Person ID: 118993,,"Presumably also CCED Person ID: 119008, under John Jakson",
Jackson,,Timothy,,d ? 1636,1631-1636,,Vicar of York Holy Trinity King's Court,,CCEd Person ID: 118995,,"Preacher, York diocese, 1613",
Jackson,,Thomas,,fl 1577,1577,,? Churchwarden of Longframlington,,"Register 31, fol. 31 v",,,
Jackson,,Ralph,,fl 1577,1577,,Churchwarden of Great Stainton,,"Register 31, fol. 32 v",,,
Jackson,,John,,fl 1577,1577,,? Parishioner of Hurworth,,"Register 31, fol. 32 v",,,
