New Folio No. and Face,Position in volume,Format,Language,Entry No.,Entry Part,Section - Type,Printed,Document Notes,Editors' Notes,Condition - Conservation Survey,Subject - Main heading 1,Subject - Sub-heading 1,Subject - Sub-sub-heading 1,Subject - Main heading 2,Subject - Sub-heading 2,Subject - Sub-sub-heading 2,Subject - Main heading 3,Subject - Sub-heading 3,Subject - Sub-sub-heading 3,Subject - Main heading 4,Subject - Sub-heading 4,Subject - Sub-sub-heading 4
108 r - 108 r,,Parchment,Latin,1354,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1355,,Diverse Letters,,,,,Buildings and structures,Repairs,inquiries,,,,,,,,,
108 r - 108 r,,Parchment,Latin,1356,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1357,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1358,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1359,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1360,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1361,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1362,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1363,,Diverse Letters,,,,,Crime and punishment,Housebreaking,monition against housebreakers,,,,,,,,,
108 r - 108 r,,Parchment,Latin,1364,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1365,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1366,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1367,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1368,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1369,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1370,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1371,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1372,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1373,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1374,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1375,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1376,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1377,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1378,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1379,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1380,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, during pleasure",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1381,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, fixed term",Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,
108 r - 108 r,,Parchment,Latin,1382,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1383,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1384,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1385,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1386,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1387,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1388,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1389,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1390,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1391,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1392,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1393,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1394,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1395,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1396,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1397,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1398,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1399,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
108 r - 108 r,,Parchment,Latin,1400,,Diverse Letters,,,,,Liturgy and worship,Masses,"licence to celebrate, in oratory",,,,,,,,,
