New Folio No. ,Entry No.,Entry Part,Date Range - Standard - Start,Date Range - Standard - End,Date - Inferred,Date - Uncertain,Date - Approximate,Date - Type,Place - As Written,Place - Type,Date - Notes,Recited Date 1 Range - Standard - Start,Recited Date Range - Standard - End,Recited Date - Inferred,Recited Date - Uncertain,Recited Date - Approximate,Recited Date 1 - Type,Recited Date 1 - Place - As Written,Recited Date 1 - Place - Type,Recited Date 1- Notes,Recited date 2 - standard,Recited date 2 - place - as written,Recited date 2 - place - type
81 v - 81 v,1048,,[1382]-10-22,,,,,Memorandum date,Cawode,"Year is given as 1380, but apparently a copying error for 1380",,,,,,,,,,,,,
81 v - 81 v,1049,,1382-10-28,,,,,Document date,Cawod,,,,,,,,,,,,,,
81 v - 81 v,1050,,1382-10-28,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
81 v - 81 v,1051,,1382-10-28,,,,,Document date,Cawod,,,,,,,,,,,,,,
81 v - 81 v,1052,,1382-10-28,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
82 r - 83 r,1053,,1381-10-24,,,,,Document date,Cawod,,,,,,,,,,,,,,
83 r - 83 r,1054,,1383-01-11,,,,,Document date,Cawode,,,,,,,,,,,,,,
83 r - 83 r,1055,,1383-03-03,,,,,Document date,Cawod,,,,,,,,,,,,,,
83 r - 83 r,1056,,1383-03-03,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
83 r - 83 r,1057,,1383-04-01,,,,,Document date,Cawod,,,,,,,,,,,,,,
83 r - 83 r,1058,,1383-04-24,,,,,Document date,,,,,,,,,,,,,,,
83 r - 83 r,1059,,1383-05-08,,,,,Memorandum date,,,,,,,,,,,,,,,
83 r - 83 v,1060,,[1383-00-00],,,,,Document date,,"Undated, but document appears with others dated in 1383",,,,,,,,,,,,,
83 v - 83 v,1061,,1383-06-27,,,,,Memorandum date,,,,,,,,,,,,,,,
83 v - 83 v,1062,,1383-06-30,,,,,Document date,Thorp' iuxta Ebor',,,,,,,,,,,,,,
83 v - 83 v,1063,,1383-06-30,,,,,Memorandum date,Thorp' iuxta Ebor',,,,,,,,,,,,,,
83 v - 83 v,1064,,1383-07-24,,,,,Document date,Cawode,,,,,,,,,,,,,,
83 v - 83 v,1065,,1383-07-24,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
83 v - 83 v,1066,,1383-09-25,,,,,Document date,Thorp' iuxta Ebor',archbishop's manor,,,,,,,,,,,,,
83 v - 83 v,1067,,1383-09-25,,,,,Memorandum date,Thorp' iuxta Ebor',archbishop's manor,,,,,,,,,,,,,
83 v - 83 v,1068,,1383-12-04,,,,,Document date,Cawod,archbishop's manor,,,,,,,,,,,,,
83 v - 83 v,1069,,1383-12-04,,,,,Memorandum date,Cawod,archbishop's manor,,,,,,,,,,,,,
83 v - 83 v,1070,,1383-12-06,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
83 v - 83 v,1071,,1383-12-06,,,,,Memorandum date,Cawode,archbishop's manor,,,,,,,,,,,,,
83 v - 83 v,1072,,1383-12-18,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
83 v - 83 v,1073,,1383-12-18,,,,,Memorandum date,Cawode,archbishop's manor,,,,,,,,,,,,,
84 r - 84 r,1074,,1384-01-05,,,,,Document date,Cawode,,"Day of date unclear, either 4 or 5",,,,,,,,,,,,
84 r - 84 r,1075,,1384-01-05,,,,,Memorandum date,Cawode,,"Day of date unclear, either 4 or 5",,,,,,,,,,,,
84 r - 84 r,1076,,1382-11-07,,,,,Document date,Newerk',,,,,,,,,,,,,,
84 r - 84 r,1077,,1383-10-09,,,,,Document date,,,,,,,,,,,,,,,
84 v - 84 v,1078,,1384-01-20,,,,,Document date,Cawode,,,,,,,,,,,,,,
84 v - 84 v,1079,,1384-01-20,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
84 v - 84 v,1080,,1384-02-01,,,,,Document date,Cawod,archbishop's manor,,,,,,,,,,,,,
84 v - 84 v,1081,,1384-02-01,,,,,Memorandum date,Cawod,archbishop's manor,,,,,,,,,,,,,
84 v - 84 v,1082,,1384-02-08,,,,,Document date,Cawod,archbishop's manor,,,,,,,,,,,,,
84 v - 84 v,1083,,1383-02-24,,,,,Document date,Cawod,,,,,,,,,,,,,,
84 v - 84 v,1084,,1384-02-24,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
84 v - 84 v,1085,,1384-04-01,,,,,Document date,Cawod,,,,,,,,,,,,,,
84 v - 84 v,1086,,1384-04-22,,,,,Document date,Cawode,,,,,,,,,,,,,,
84 v - 84 v,1087,,1384-04-22,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
84 v - 84 v,1088,,1384-06-14,,,,,Document date,Cawod,,,,,,,,,,,,,,
84 v - 84 v,1089,,1384-06-14,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
84 v - 84 v,1090,,1385-09-10,,,,,Document date,Beverlac',,,,,,,,,,,,,,
84 v - 84 v,1091,,1385-09-10,,,,,Memorandum date,Beverlac',,,,,,,,,,,,,,
84 v - 84 v,1092,,1387-03-12,,,,,Document date,Beverl',archbishop's manor,,,,,,,,,,,,,
84 v - 84 v,1093,,1387-03-12,,,,,Memorandum date,Beverl',archbishop's manor,,,,,,,,,,,,,
85 r - 85 r,1094,,1387-03-12,,,,,Document date,Beverl',,,,,,,,,,,,,,
85 r - 85 r,1095,,1387-03-12,,,,,Memorandum date,Beverl',,,,,,,,,,,,,,
85 r - 85 r,1096,,1379-02-09,,,,,Document date,Cawode,,,,,,,,,,,,,,
85 r - 85 r,1097,a,1378-07-25,,,,,Document date,Westm',,,,,,,,,,,,,,
86 r - 86 r,1098,,1375-06-02,,,,,Document date,Cawode,,,,,,,,,,,,,,
86 r - 86 r,1099,,1374-11-08,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
86 r - 86 r,1100,,1375-12-22,,,,,Document date,Cawode,,,,,,,,,,,,,,
86 r - 86 r,1101,,1374-12-20,,,,,Memorandum date,Thorp',,,,,,,,,,,,,,
86 r - 86 r,1102,,1375-12-31,,,,,Document date,Cawode,,,,,,,,,,,,,,
86 r - 87 r,1103,,1375-12-22,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
87 r - 87 r,1104,,1375-12-22,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
87 r - 87 v,1105,,1376-04-07,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
87 v - 87 v,1106,,1376-04-07,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
87 v - 87 v,1107,,1376-05-17,,,,,Document date,London,archbishop's manor near Westm',,,,,,,,,,,,,
87 v - 87 v,1108,,1376-10-14,,,,,Memorandum date,,,,,,,,,,,,,,,
87 v - 87 v,1109,,1376-10-15,,,,,Memorandum date,London',,,,,,,,,,,,,,
87 v - 87 v,1110,,1377-07-08,,,,,Document date,Cawod,,,,,,,,,,,,,,
87 v - 87 v,1111,,1377-07-08,,,,,Memorandum date,,,,,,,,,,,,,,,
88 r - 88 r,1112,,1377-07-26,,,,,Document date,Cawode,,,,,,,,,,,,,,
88 r - 88 r,1113,,1377-07-26,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
88 r - 88 r,1114,,1377-10-05,,,,,Memorandum date,Cawode,chapel,,,,,,,,,,,,,
88 r - 88 r,1115,,1377-12-20,,,,,Document date,Cawode,,,,,,,,,,,,,,
88 r - 88 r,1116,,1378-01-24,,,,,Memorandum date,,,,,,,,,,,,,,,
88 r - 88 r,1117,,1380-09-29,,,,,Memorandum date,,,,,,,,,,,,,,,
88 r - 88 r,1118,,[1380-00-00],,,,,Memorandum date,,,"Undated, but document appears in same hand as another dated in 1380",,,,,,,,,,,,
88 r - 88 r,1119,,1381-09-09,,,,,Document date,Cawod,archbishop's manor,,,,,,,,,,,,,
88 r - 88 r,1120,,1381-09-09,,,,,Memorandum date,Cawod,archbishop's manor,,,,,,,,,,,,,
88 r - 88 r,1121,,1382-09-06,,,,,Document date,Cawod,,,,,,,,,,,,,,
88 r - 88 r,1122,,1382-09-06,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
88 v - 88 v,1123,,1383-01-21,,,,,Document date,Cawode,,,,,,,,,,,,,,
88 v - 88 v,1124,,1377-02-12,,,,,Document date,Thornton'styward',,,,,,,,,,,,,,
88 v - 88 v,1125,,1383-01-20,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
88 v - 88 v,1126,,1384-03-31,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
88 v - 88 v,1127,,1383-02-20,,,,,Document date,Cawode,,,,,,,,,,,,,,
89 r - 89 r,1128,,1383-02-20,,,,,Document date,Cawode,,,,,,,,,,,,,,
89 r - 89 r,1129,,[0000-00-00],,,,,Document date,,,"Undated, but document appears with others dated in 1381 and 1383",,,,,,,,,,,,
89 r - 89 r,1130,,1381-12-07,,,,,Document date,Beverl',archbishop's manor,,,,,,,,,,,,,
89 r - 89 r,1131,,1381-08-04,,,,,Document date,,,,,,,,,,,,,,,
89 r - 89 r,1132,,1381-08-04,,,,,Document date,,,,,,,,,,,,,,,
89 r - 89 v,1133,,1381-08-14,,,,,Document date,Ebor',chapter house,,,,,,,,,,,,,
89 v - 89 v,1134,,1381-08-14,,,,,Document date,Cawode,,,,,,,,,,,,,,
89 v - 89 v,1135,,1381-08-14,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
90 r - 90 r,1136,,1375-03-16,,,,,Document date,Cawod,,,,,,,,,,,,,,
90 r - 90 r,1137,,1375-04-12,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
90 r - 90 r,1138,,1375-04-26,,,,,Document date,Cawod,,,,,,,,,,,,,,
90 r - 90 r,1139,,1375-06-06,,,,,Document date,Cawode,,,,,,,,,,,,,,
90 r - 90 r,1140,,1375-06-06,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
90 r - 90 r,1141,,1375-07-30,,,,,Document date,Cawode,,,,,,,,,,,,,,
90 r - 90 r,1142,,1375-07-30,,,,,Memorandum date,,,,,,,,,,,,,,,
90 r - 90 r,1143,,1375-09-03,,,,,Document date,Cawode,,,,,,,,,,,,,,
90 r - 90 v,1144,,[1375-00-00],,,,,Document date,,,"Undated, but presumably dated at Cawood, 3 September 1375 as entry 1142.",,,,,,,,,,,,
90 v - 90 v,1145,,1375-09-06,,,,,Document date,Cawode,,,,,,,,,,,,,,
90 v - 90 v,1146,,1375-09-24,,,,,Memorandum date,,archbishop's smaller chamber (in camera inferiori),,,,,,,,,,,,,
90 v - 90 v,1147,,1375-11-15,,,,,Document date,Northalverton',,,,,,,,,,,,,,
90 v - 90 v,1148,,1375-12-17,,,,,Document date,Cawod,,,,,,,,,,,,,,
90 v - 90 v,1149,,1375-12-17,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
91 r - 91 r,1150,,1376-03-08,,,,,Document date,Cawod,,,,,,,,,,,,,,
91 r - 91 r,1151,,1376-03-26,,,,,Document date,Cawod,,,,,,,,,,,,,,
91 r - 91 r,1152,,1376-03-26,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
91 r - 91 r,1153,,1376-03-26,,,,,Memorandum date,,,,,,,,,,,,,,,
91 r - 91 r,1154,,1376-03-26,,,,,Memorandum date,,,,,,,,,,,,,,,
91 r - 91 r,1155,,1376-03-26,,,,,Memorandum date,,,,,,,,,,,,,,,
91 r - 91 r,1156,,1376-03-26,,,,,Memorandum date,,,,,,,,,,,,,,,
91 r - 91 r,1157,,[0000-00-00],,,,,Document date,,,,,,,,,,,,,,,
91 r - 91 r,1158,,1377-09-12,,,,,Document date,Cawode,,,,,,,,,,,,,,
91 r - 91 r,1159,,1377-10-04,,,,,Memorandum date,,,,,,,,,,,,,,,
91 v - 91 v,1160,,[0000-00-00],,,,,Document date,,,"Undated, but document appears with others dated in 1377",,,,,,,,,,,,
91 v - 91 v,1161,,1378-03-24,,,,,Document date,Cawode,,,,,,,,,,,,,,
91 v - 91 v,1162,,1378-03-24,,,,,Document date,Cawode,,,,,,,,,,,,,,
91 v - 92 r,1163,,1378-03-24,,,,,Document date,[Cawode],,,,,,,,,,,,,,
92 r - 92 r,1164,,1378-03-24,,,,,Document date,Cawode,,,,,,,,,,,,,,
92 r - 92 r,1165,,1378-03-24,,,,,Document date,Cawode,,,,,,,,,,,,,,
92 r - 92 r,1166,,1378-03-24,,,,,Document date,Cawode,,,,,,,,,,,,,,
92 r - 92 r,1167,,1378-03-24,,,,,Document date,Cawode,,,,,,,,,,,,,,
92 r - 92 v,1168,,1378-03-28,,,,,Document date,Cawode,,,,,,,,,,,,,,
92 v - 92 v,1169,,1378-12-01,,,,,Document date,Cawode,,,,,,,,,,,,,,
92 v - 92 v,1170,,1378-12-16,,,,,Document date,Cawode,,,,,,,,,,,,,,
92 v - 92 v,1171,,1378-12-16,,,,,Document date,Cawode,,,,,,,,,,,,,,
92 v - 92 v,1172,,1378-12-16,,,,,Document date,,,,,,,,,,,,,,,
93 r - 93 r,1173,,1378-00-00,,,,,Memorandum date,,,event dated 'in medio quadragesimo',,,,,,,,,,,,
93 r - 93 r,1174,,1379-03-05,,,,,Memorandum date,,,,,,,,,,,,,,,
93 r - 93 r,1175,,1379-04-05,,,,,Document date,Cawode,,,,,,,,,,,,,,
93 r - 93 r,1176,,1379-07-07,,,,,Event date,Allerton,"hospital near, in chapel of St James there",,,,,,,,,,,,,
93 r - 93 v,1177,,[1379-00-00],,,,,Document date,,,"Part of entry relating to visitation of hospital, 7 July 1379, but relating to subsequent discussions",,,,,,,,,,,,
93 r - 93 v,1178,,1379-00-00,,,,,Document date,,,"Part of entry relating to visitation of hospital, 7 July 1379, but relating to subsequent discussions",,,,,,,,,,,,
93 v - 93 v,1179,,1380-05-19,,,,,Document date,Cawode,,,,,,,,,,,,,,
93 v - 93 v,1180,,1380-05-19,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
93 v - 93 v,1181,,1380-07-21,,,,,Document date,Cawode,,,,,,,,,,,,,,
93 v - 93 v,1182,,1380-07-21,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
93 v - 93 v,1183,,1382-01-02,,,,,Document date,Cawod,archbishop's manor,,,,,,,,,,,,,
93 v - 93 v,1184,,1382-01-02,,,,,Memorandum date,Cawod,archbishop's manor,,,,,,,,,,,,,
93 v - 93 v,1185,,1382-06-30,,,,,Document date,Thorp' iuxta Ebor',,,,,,,,,,,,,,
93 v - 93 v,1186,,1382-06-30,,,,,Memorandum date,Thorp' iuxta Ebor',,,,,,,,,,,,,,
93 v - 93 v,1187,,1382-06-29,,,,,Document date,Thorp',,,,,,,,,,,,,,
93 v - 93 v,1188,,1382-06-29,,,,,Memorandum date,Thorp',,,,,,,,,,,,,,
93 v - 93 v,1189,,1382-07-07,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
94 r - 94 r,1190,,1382-06-26,,,,,Document date,Beverlacu',,,,,,,,,,,,,,
94 r - 94 r,1191,,1382-07-06,,,,,Document date,,,Place of dating not given (Dat' apud' only),1268-02-20,,,,,Document date,Dunelm',,,,,
94 r - 94 v,1192,,1268-02-25,,,,,Document date,,,,,,,,,,,,,,,
94 v - 94 v,1193,,1383-11-12,,,,,Document date,Cawod,,,,,,,,,,,,,,
94 v - 94 v,1194,,1383-11-12,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
95 r - 95 r,1195,,1384-02-29,,,,,Document date,Ebor',cathedral church,,,,,,,,,,,,,
95 r - 95 r,1196,,[1384-02-29],,,,,Document date,,,,,,,,,,,,,,,
95 r - 95 r,1197,,1387-07-10,,,,,Document date,Cawode,,,,,,,,,,,,,,
95 r - 95 r,1198,,1387-07-10,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
95 r - 95 r,1199,,1387-07-13,,,,,Document date,Cawode,,,,,,,,,,,,,,
95 r - 95 r,1200,,1387-07-13,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
95 v - 95 v,1201,,1387-05-14,,,,,Document date,Cawod,,,,,,,,,,,,,,
95 v - 95 v,1202,,1387-05-14,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
95 v - 95 v,1203,,1387-05-14,,,,,Document date,Cawod,,,,,,,,,,,,,,
95 v - 95 v,1204,,1387-05-14,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
95 v - 95 v,1205,,1387-06-09,,,,,Document date,Cawode,,,,,,,,,,,,,,
95 v - 95 v,1206,,1387-06-09,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
95 v - 95 v,1207,,1387-06-09,,,,,Document date,Cawode,,,,,,,,,,,,,,
95 v - 95 v,1208,,1387-06-08,,,,,Document date,Cawode,,,,,,,,,,,,,,
95 v - 95 v,1209,,1387-06-08,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
95 v - 95 v,1210,,1387-06-08,,,,,Document date,Cawode,,,,,,,,,,,,,,
95 v - 95 v,1211,,1387-06-08,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
96 r - 96 r,1212,,1385-12-15,,,,,Document date,Pypa,,,,,,,,,,,,,,
96 r - 96 r,1213,,[0000-00-00],,,,,Memorandum date,,,"Undated, but document relates to report on exchange dated 15 December 1385",,,,,,,,,,,,
96 r - 96 r,1214,,1386-01-06,,,,,Document date,Westm',archbishop's manor near,,,,,,,,,,,,,
96 r - 96 r,1215,,1386-02-16,,,,,Document date,Westm',archbishop's manor near,,,,,,,,,,,,,
96 r - 96 r,1216,,1386-06-01,,,,,Event date,,,Licence for non-residence for two years from 1 June 1386,,,,,,,,,,,,
96 r - 96 r,1217,,1387-06-08,,,,,Document date,Cawode,,,,,,,,,,,,,,
96 r - 96 r,1218,,1387-06-08,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
96 v - 96 v,1219,,1387-02-26,,,,,Document date,Cawod,,,,,,,,,,,,,,
96 v - 96 v,1220,,1386-03-09,,,,,Document date,Beverlac',,,,,,,,,,,,,,
96 v - 96 v,1221,,1386-03-09,,,,,Memorandum date,Beverlac',,,,,,,,,,,,,,
96 v - 96 v,1222,,1386-03-09,,,,,Document date,Beverlac',,,,,,,,,,,,,,
96 v - 96 v,1223,,1386-03-09,,,,,Memorandum date,Beverlac',,,,,,,,,,,,,,
96 v - 96 v,1224,,[1386-00-00],,,,,Note date,,,Refers to entry dated in 1386,,,,,,,,,,,,
96 v - 96 v,1225,,1386-06-24,,,,,Document date,Cawode,,,,,,,,,,,,,,
96 v - 96 v,1226,,1386-06-24,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
96 v - 97 r,1227,,1386-06-24,,,,,Document date,Cawode,,,,,,,,,,,,,,
97 r - 97 r,1228,,1386-06-24,,,,,Document date,Cawode,,,,,,,,,,,,,,
97 r - 97 r,1229,,1386-07-26,,,,,Document date,Cawod,,,,,,,,,,,,,,
97 r - 97 r,1230,,1386-06-26,,,,,Document date,Snayth,,,,,,,,,,,,,,
97 r - 97 r,1231,,1386-01-22,,,,,Document date,Cawode,,,,,,,,,,,,,,
97 r - 97 r,1232,,1386-10-17,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
97v - 98 v,1233,,1385-10-04,,,,,Document date,London',,,,,,,,,,,,,,
98 v - 98 v,1234,,1386-10-27,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
98 v - 98 v,1235,,1386-07-14,,,,,Document date,Ebor',,,,,,,,,,,,,,
98 v - 98 v,1236,,1387-05-06,,,,,Document date,Cawode,,,,,,,,,,,,,,
98 v - 98 v,1237,,1387-05-06,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
99r - 99 r,1238,,1386-12-20,,,,,Document date,Cawode,,,,,,,,,,,,,,
99r - 99 r,1239,,1387-02-08,,,,,Document date,Cawode,,,,,,,,,,,,,,
99r - 99 r,1240,,1387-02-08,,,,,Document date,Cawode,,,,,,,,,,,,,,
99r - 99 r,1241,,[0000-00-00],,,,,Document date,,,"Undated, but appears with documents dated in 1386 and 1387",,,,,,,,,,,,
99r - 99 r,1242,,1387-04-12,,,,,Document date,Southwell,archbishop's manor,,,,,,,,,,,,,
99 v - 99 v,1243,,1386-07-23,,,,,Document date,London',St Nicholas Coldabbey parish church,,,,,,,,,,,,,
99 v - 99 v,1244,,1386-09-26,,,,,Document date,Cawode,,Day of date appears to be '26',,,,,,,,,,,,
100A r - 100A r,1245,,1387-08-02,,,,,Document date,Cawode,,,,,,,,,,,,,,
100A r - 100A r,1246,,1387-08-02,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
100A r - 100A r,1247,,1387-03-03,,,,,Document date,Ebor',,,,,,,,,,,,,,
100A r - 100A r,1248,,1387-04-18,,,,,Document date,Cawode,,,,,,,,,,,,,,
100A r - 100A r,1249,,1387-08-10,,,,,Document date,Cawode,,,,,,,,,,,,,,
100A r - 100A r,1250,,1387-10-13,,,,,Memorandum date,Suthwell,,,,,,,,,,,,,,
100A r - 100A r,1251,,1387-09-01,,,,,Note date,Suthwell,,,,,,,,,,,,,,
100A r - 100A r,1252,,1387-09-01,,,,,Note date,Suthwell,,,,,,,,,,,,,,
100A r - 100A r,1253,,1387-07-20,,,,,Document date,,,,,,,,,,,,,,,
100A r - 100A r,1254,,1387-10-26,,,,,Memorandum date,,,,,,,,,,,,,,,
100A r - 100A r,1255,,1387-11-26,,,,,Note date,Cawod,,,,,,,,,,,,,,
100A v - 100A v,1256,,1387-10-24,,,,,Document date,Cawode,,,,,,,,,,,,,,
100A v - 100A v,1257,,1387-11-12,,,,,Document date,Cawod,,,,,,,,,,,,,,
100A v - 100A v,1258,,1387-11-12,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
100A v - 100A v,1259,,1387-11-17,,,,,Document date,,,,1373-05-31,,,,,document date`,Avinion',,,,,
100 r - 100 r,1260,,1374-10-23,,,,,Document date,London',,,,,,,,,,,,,,
100 r - 100 r,1261,,1374-10-23,,,,,Document date,London',,,,,,,,,,,,,,
100 r - 100 r,1262,,1374-10-26,,,,,Document date,London',,,,,,,,,,,,,,
100 r - 100 r,1263,,1374-10-26,,,,,Memorandum date,London',,,,,,,,,,,,,,
100 r - 100 r,1264,,1374-10-26,,,,,Document date,London',,,,,,,,,,,,,,
100 r - 100 r,1265,,1374-10-24,,,,,Memorandum date,,,,,,,,,,,,,,,
100 r - 100 r,1266,,1374-10-24,,,,,Note date,,,,,,,,,,,,,,,
100 r - 100 r,1267,,1374-11-10,,,,,Note date,Suthwell,,,,,,,,,,,,,,
100 r - 100 r,1268,,1374-11-11,,,,,Document date,Suthwell,,,,,,,,,,,,,,
100 r - 100 r,1269,,1374-11-11,,,,,Document date,Suthwell,,,,,,,,,,,,,,
100 r - 100 r,1270,,[1374-11-11],,,,,Note date,,,Presumably the same date as several of the preceding documents,,,,,,,,,,,,
100 r - 100 r,1271,,[1374-11-11],,,,,Note date,Suthwell,,Presumably the same date as several of the preceding documents,,,,,,,,,,,,
100 r - 100 r,1272,,1374-11-11,,,,,Document date,Suthwell,,,,,,,,,,,,,,
100 r - 100 r,1273,,[1374-11-11],,,,,Note date,,,,,,,,,,,,,,,
100 r - 100 v,1274,,1374-11-10,,,,,Document date,Suthwell,,,,,,,,,,,,,,
100 v - 100 v,1275,,1374-11-10,,,,,Memorandum date,,,,,,,,,,,,,,,
100 v - 100 v,1276,,1374-11-27,,,,,Document date,Alverton',,,,,,,,,,,,,,
100 v - 100 v,1277,,1374-11-27,,,,,Document date,Alverton',,,,,,,,,,,,,,
100 v - 100 v,1278,,1374-12-08,,,,,Document date,Thorp',,,,,,,,,,,,,,
100 v - 100 v,1279,,1374-12-06,,,,,Memorandum date,Thorp' iuxta Ebor',,,,,,,,,,,,,,
100 v - 100 v,1280,,1374-12-07,,,,,Note date,,,,,,,,,,,,,,,
100 v - 100 v,1281,,1375-01-02,,,,,Document date,Thorp' iuxta Ebor',,,,,,,,,,,,,,
100 v - 100 v,1282,,1375-02-04,,,,,Document date,Cawod,,,,,,,,,,,,,,
100 v - 100 v,1283,,1375-02-10,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
100 v - 100 v,1284,,1375-03-24,,,,,Document date,Thorp' iuxta Ebor',,,1371-01-17,,,,,document date,Avinon',,,,,
101 r - 101 r,1285,,1375-03-11,,,,,Document date,Cawode,,,[0000-00-00],,,,,,,,,,,
101 r - 101 r,1286,,1374-11-16,,,,,Memorandum date,Scroby,,,1376-12-01,,,,,document date,Haveryng',,,,,
101 r - 101 r,1287,,1375-04-08,,,,,Memorandum date,Cawod,,,,,,,,,,,,,,
101 r - 101 r,1288,,1375-04-13,,,,,Document date,Cawode,,,,,,,,,,,,,,
101 r - 101 r,1289,,1375-09-02,,,,,Document date,Cawode,,,,,,,,,,,,,,
101 r - 101 v,1290,,1375-09-13,,,,,Document date,Croiden,archbishop's manor,,1375-07-15,,,,,Document date,"Villamnovam, Avinion dioc'",,,1387-09-06,"Croidon', archbishop's manor",event date
101 v - 101 v,1291,,1375-09-13,,,,,Document date,Croidon,"archbishop's manor, chapel in",,,,,,,,,,,,,
101 v - 101 v,1292,,1376-01-09,,,,,Document date,Cawode,,,1375-12-28,,,,,Document date,Langele,,,,,
101 v - 101 v,1293,,1376-01-09,,,,,Document date,Cawode,,,1376-01-08,,,,,Event date,,,,,,
101 v - 101 v,1294,,1376-09-05,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
102 r - 102 r,1295,,1376-10-04,,,,,Document date,London',,,,,,,,,,,,,,
102 r - 102 r,1296,,1376-10-04,,,,,Document date,London',,,,,,,,,,,,,,
102 r - 102 r,1297,,1375-08-01,,,,,Document date,Avinion',,,,,,,,,,,,,,
102 r - 102 r,1298,,1375-08-01,,,,,Document date,Avinion',,,,,,,,,,,,,,
102 r - 102 r,1299,,1376-12-16,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
102 r - 102 r,1300,,1376-12-16,,,,,Document date,Cawode,,,,,,,,,,,,,,
102 r - 102 r,1301,,[0000-00-00],,,,,Document date,,,"Undated, but document appears with others dated in 1375 and 1376",,,,,,,,,,,,
102 v - 102 v,1302,,1376-12-22,,,,,Document date,Cawod,,,,,,,,,,,,,,
102 v - 102 v,1303,,1377-01-06,,,,,Document date,Thorp' iuxta Ebor',,,,,,,,,,,,,,
102 v - 102 v,1304,,1375-04-17,,,,,Document date,Avinion',,,,,,,,,,,,,,
103 r - 103 r,1305,,1375-09-28,,,,,Document date,Avinion',,,,,,,,,,,,,,
103 r - 103 r,1306,,1375-09-28,,,,,Document date,Avinion',,,,,,,,,,,,,,
103 r - 103 r,1307,,1376-08-09,,,,,Document date,Avinion',,,,,,,,,,,,,,
103 r - 103 r,1308,,1376-08-11,,,,,Document date,Avinion',,,,,,,,,,,,,,
103 v - 103 v,1309,,1377-02-07,,,,,Document date,London',,,,,,,,,,,,,,
103 v - 103 v,1310,,1377-01-12,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
103 v - 103 v,1311,,1377-06-29,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
103 v - 103 v,1312,,1377-07-05,,,,,Document date,Cawod,,,,,,,,,,,,,,
103 v - 103 v,1313,,1377-07-05,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
104 r - 104 r,1314,,1377-06-26,,,,,Document date,Kenyngton',,,,,,,,,,,,,,
104 r - 104 r,1315,,[1377]-07-04,,,,,Document date,Kenyngton',king's manor,,,,,,,,,,,,,
104 r - 104 r,1316,,[0000-00-00],,,,,Document date,,,,,,,,,,,,,,,
104 r - 104 v,1317,,[0000-00-00],,,,,Document date,,,,,,,,,,,,,,,
104 v - 104 v,1318,,1377-07-16,,,,,Document date,Cawode,,,,,,,,,,,,,,
