New Folio No. and Face,Position in volume,Format,Language,Entry No.,Entry Part,Section - Type,Printed,Document Notes,Editors' Notes,Condition - Conservation Survey,Subject - Main heading 1,Subject - Sub-heading 1,Subject - Sub-sub-heading 1,Subject - Main heading 2,Subject - Sub-heading 2,Subject - Sub-sub-heading 2,Subject - Main heading 3,Subject - Sub-heading 3,Subject - Sub-sub-heading 3,Subject - Main heading 4,Subject - Sub-heading 4,Subject - Sub-sub-heading 4
71 r - 71 r,,Parchment,Latin,872,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
71 r - 71 r,,Parchment,Latin,873,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
71 r - 71 r,,Parchment,Latin,874,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
71 r - 71 r,,Parchment,Latin,875,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
71 r - 71 r,,Parchment,Latin,876,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
71 r - 71 r,,Parchment,Latin,877,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
71 r - 71 r,,Parchment,Latin,878,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
71 r - 71 r,,Parchment,Latin,879,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
71 r - 71 r,,Parchment,Latin,880,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Non-residence,fixed term,Benefice and office holding,Non-residence,"study, 'cum ex eo'",,,,,,
71 r - 71 v,,Parchment,Latin,881,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Exchanges,,,,,,,,,,
71 v - 71 v,,Parchment,Latin,882,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Absence,fixed term,Benefice and office holding,Absence,"study, 'cum ex eo'",,,,,,
71 v - 71 v,,Parchment,Latin,883,,Archdeaconry of Nottingham,,study?,,,"Sins, correction and forgiveness",Dispensations,"absence, fixed term","Sins, correction and forgiveness",Dispensations,"study, 'cum ex eo'",,,,,,
71 v - 71 v,,Parchment,Latin,884,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
71 v - 71 v,,Parchment,Latin,885,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
71 v - 71 v,,Parchment,Latin,886,,Archdeaconry of Nottingham,,,,,Corrodies and Pensions,Pensions,ordinances for,,,,,,,,,
72 r - 72 r,,Parchment,Latin,887,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
72 r - 72 r,,Parchment,Latin,888,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Exchanges,return of commission for,,,,,,,,,
72 r - 72 r,,Parchment,Latin,889,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
72 r - 72 r,,Parchment,Latin,890,,Archdeaconry of Nottingham,,,,,Archives and manuscripts,Leases,appropriated churches,,,,,,,,,
72 r - 72 r,,Parchment,Latin,891,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Exchanges,commission to expedite,,,,,,,,,
72 v - 72 v,,Parchment,Latin,892,,Archdeaconry of Nottingham,,,,,Archives and manuscripts,Leases,appropriated churches,,,,,,,,,
72 v - 72 v,,Parchment,Latin,893,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Exchanges,commission to expedite,,,,,,,,,
72 v - 72 v,,Parchment,Latin,894,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
72 v - 72 v,,Parchment,Latin,895,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
72 v - 72 v,,Parchment,Latin,896,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
72 v - 72 v,,Parchment,Latin,897,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Absence,during pleasure,,,,,,,,,
72 v - 72 v,,Parchment,Latin,898,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Absence,during pleasure,,,,,,,,,
72 v - 72 v,,Parchment,Latin,899,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Absence,during pleasure,,,,,,,,,
72 v - 72 v,,Parchment,Latin,900,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
72 v - 72 v,,Parchment,Latin,901,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
72 v - 72 v,,Parchment,Latin,902,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
72 v - 72 v,,Parchment,Latin,903,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
73 r - 73 r,,Parchment,Latin,904,,Archdeaconry of Nottingham,,,,,"Dues and offerings, Ecclesiastical",Procurations,not demanded,,,,,,,,,
73 r - 73 r,,Parchment,Latin,905,,Archdeaconry of Nottingham,,,,,Archives and manuscripts,Leases,appropriated churches,,,,,,,,,
73 r - 73 r,,Parchment,Latin,906,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
73 r - 73 r,,Parchment,Latin,907,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
73 r - 73 r,,Parchment,Latin,908,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
73 r - 73 r,,Parchment,Latin,909,,Archdeaconry of Nottingham,,commission for,,,Benefice and office holding,Exchanges,inquiries into,,,,,,,,,
73 r - 73 r,,Parchment,Latin,910,,Archdeaconry of Nottingham,,,,,"Sins, correction and forgiveness",Absolution,violence,,,,,,,,,
73 r - 73 r,,Parchment,Latin,911,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
73 r - 73 r,,Parchment,Latin,912,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
73 r - 73 r,,Parchment,Latin,913,,Archdeaconry of Nottingham,,,,,Archives and manuscripts,Leases,appropriated churches,,,,,,,,,
73 r - 73 r,,Parchment,Latin,914,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
73 r - 73 r,,Parchment,Latin,915,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
73 v - 73 v,,Parchment,Latin,916,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
73 v - 73 v,,Parchment,Latin,917,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
73 v - 73 v,,Parchment,Latin,918,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
73 v - 73 v,,Parchment,Latin,919,,Archdeaconry of Nottingham,,commission to receive,,,Benefice and office holding,Institutions,prior,Benefice and office holding,Elections,prior,Corrodies and pensions,Pensions,for religious,,,
73 v - 73 v,,Parchment,Latin,920,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,prior,,,,,,,,,
73 v - 73 v,,Parchment,Latin,921,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
73 v - 73 v,,Parchment,Latin,922,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
73 v - 73 v,,Parchment,Latin,923,,Archdeaconry of Nottingham,,,,,"Courts, Ecclesiastical",Testament,,,,,,,,,,
73 v - 73 v,,Parchment,Latin,924,,Archdeaconry of Nottingham,,,,,"Courts, Ecclesiastical",Probate,commission for,,,,,,,,,
74 r - 74 r,,Parchment,Latin,925,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
74 r - 74 r,,Parchment,Latin,926,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
74 r - 74 r,,Parchment,Latin,927,,Archdeaconry of Nottingham,,,,,Archives and manuscripts,Leases,appropriated churches,,,,,,,,,
74 r - 74 r,,Parchment,Latin,928,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
74 r - 74 r,,Parchment,Latin,929,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
74 r - 74 r,,Parchment,Latin,930,,Archdeaconry of Nottingham,,,,,"Courts, Ecclesiastical",Cause,"rel to disputed vicarage, commission to 'understand and proceed'",,,,,,,,,
74 v - 74 v,,Parchment,Latin,931,,Archdeaconry of Nottingham,,,,,"Courts, Ecclesiastical",Cause,"rel to disputed vicarage, order to discover opposition to institution???",,,,,,,,,
74 v - 74 v,,Parchment,Latin,932,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
74 v - 74 v,,Parchment,Latin,933,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
74 v - 74 v,,Parchment,Latin,934,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,parish priest,,,,,,,,,
74 v - 74 v,,Parchment,Latin,935,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
74 v - 74 v,,Parchment,Latin,936,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
74 v - 74 v,,Parchment,Latin,937,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
74 v - 74 v,,Parchment,Latin,938,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
75 r - 75 r,,Parchment,Latin,939,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
75 r - 75 r,,Parchment,Latin,940,,Archdeaconry of Nottingham,,,,,"Courts, Ecclesiastical",Testament,,,,,,,,,,
75 r - 75 r,,Parchment,Latin,941,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
75 r - 75 r,,Parchment,Latin,942,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
75 r - 75 v,,Parchment,Latin,943,,Archdeaconry of Nottingham,,,,,Benefices,Vacancy,churches,Benefices,Vacancy,inquiries into,,,,,,
75 v - 75 v,,Parchment,Latin,944,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
75 v - 75 v,,Parchment,Latin,945,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
75 v - 75 v,,Parchment,Latin,946,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
75 v - 75 v,,Parchment,Latin,947,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
75 v - 75 v,,Parchment,Latin,948,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
75 v - 75 v,,Parchment,Latin,949,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
75 v - 75 v,,Parchment,Latin,950,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
75 v - 75 v,,Parchment,Latin,951,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
75 v - 75 v,,Parchment,Latin,952,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
75 v - 75 v,,Parchment,Latin,953,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,vicar,,,,,,,,,
75 v - 75 v,,Parchment,Latin,954,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
75 v - 75 v,,Parchment,Latin,955,A,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
75 v - 75 v,,Parchment,Latin,955,B,Archdeaconry of Nottingham,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
75 v - 75 v,,Parchment,Latin,956,,Archdeaconry of Nottingham,,,,,Liturgy and worship,Masses,private,Liturgy and worship,Masses,"licence to celebrate, fixed term",,,,,,
75 v - 75 v,,Parchment,Latin,957,,Archdeaconry of Nottingham,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
75 v - 75 v,,Parchment,Latin,958,,Archdeaconry of Nottingham,,mandate,,,Benefice and office holding,Inductions,rector,,,,,,,,,
76 r - 76 r,,Parchment,Latin,959,,Archdeaconry of Nottingham,,mandate,,Obscured text - folds,Benefice and office holding,Inductions,rector,,,,,,,,,
76 r - 76 r,,Parchment,Latin,960,,Archdeaconry of Nottingham,,mandate,,Obscured text - folds,Benefice and office holding,Inductions,vicar,,,,,,,,,
76 r - 76 r,,Parchment,Latin,961,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefice and office holding,Institutions,rector,,,,,,,,,
76 r - 76 r,,Parchment,Latin,962,,Archdeaconry of Nottingham,,mandate,,Obscured text - folds,Benefice and office holding,Inductions,rector,,,,,,,,,
76 r - 76 r,,Parchment,Latin,963,,Archdeaconry of Nottingham,,confirmation of,,Obscured text - folds,Benefice and office holding,Elections,prior,,,,,,,,,
76 r - 76 r,,Parchment,Latin,964,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefice and office holding,Oaths of obedience,sub-prior and convent,,,,,,,,,
76 r - 76 r,,Parchment,Latin,965,,Archdeaconry of Nottingham,,mandate,,Obscured text - folds,Benefice and office holding,Installations,prior,,,,,,,,,
76 r - 76 r,,Parchment,Latin,966,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefice and office holding,Oaths of obedience,prior,,,,,,,,,
76 v - 76 v,,Parchment,Latin,967,,Archdeaconry of Nottingham,,letters testimonial,,Obscured text - gutters/folds,Benefice and office holding,Confirmations,prior,,,,,,,,,
76 v - 76 v,,Parchment,Latin,968,,Archdeaconry of Nottingham,,,,Obscured text - gutters/folds,Benefice and office holding,Institutions,vicar,,,,,,,,,
76 v - 76 v,,Parchment,Latin,969,,Archdeaconry of Nottingham,,mandate,,Obscured text - gutters/folds,Benefice and office holding,Inductions,vicar,,,,,,,,,
76 v - 76 v,,Parchment,Latin,970,,Archdeaconry of Nottingham,,,,Obscured text - gutters/folds,"Sins, correction and forgiveness",Absolution,violence,,,,,,,,,
76 v - 76 v,,Parchment,Latin,971,,Archdeaconry of Nottingham,,,,Obscured text - gutters/folds,Benefice and office holding,Institutions,vicar,,,,,,,,,
76 v - 76 v,,Parchment,Latin,972,,Archdeaconry of Nottingham,,mandate,,Obscured text - gutters/folds,Benefice and office holding,Inductions,vicar,,,,,,,,,
76 v - 76 v,,Parchment,Latin,973,,Archdeaconry of Nottingham,,,,Obscured text - gutters/folds,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
76 v - 76 v,,Parchment,Latin,974,,Archdeaconry of Nottingham,,mandate,,Obscured text - gutters/folds,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
76 v - 76 v,,Parchment,Latin,975,,Archdeaconry of Nottingham,,,,Obscured text - gutters/folds,Benefice and office holding,Exchanges,commission to expedite,,,,,,,,,
76 v - 76 v,,Parchment,Latin,976,,Archdeaconry of Nottingham,,,,Obscured text - gutters/folds,Benefice and office holding,Institutions,rector,,,,,,,,,
76 v - 76 v,,Parchment,Latin,977,,Archdeaconry of Nottingham,,,,Obscured text - gutters/folds,Benefice and office holding,Exchanges,commission to expedite,,,,,,,,,
77 r - 77 r,,Parchment,Latin,978,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefice and office holding,Inductions,rector,,,,,,,,,
77 r - 77 v,,Parchment,Latin,979,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefices,Appropriations,churches,,,,,,,,,
77 v - 77 v,,Parchment,Latin,980,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefice and office holding,Inductions,rector,,,,,,,,,
77 v - 77 v,,Parchment,Latin,981,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefice and office holding,Institutions,rector,,,,,,,,,
77 v - 77 v,,Parchment,Latin,982,,Archdeaconry of Nottingham,,mandate,,Obscured text - folds,Benefice and office holding,Inductions,rector,,,,,,,,,
77 v - 78r,,Parchment,Latin,983,,Archdeaconry of Nottingham,,and endowment,,Obscured text - folds,Benefices,Ordinances,vicarage,,,,,,,,,
78 r - 78 r,,Parchment,Latin,984,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefice and office holding,Institutions,vicar,,,,,,,,,
78 r - 78 r,,Parchment,Latin,985,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefice and office holding,Exchanges,,,,,,,,,,
78 r - 78 r,,Parchment,Latin,986,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefice and office holding,Institutions,rector,,,,,,,,,
78 r - 78 r,,Parchment,Latin,987,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefice and office holding,Institutions,vicar,,,,,,,,,
78 r - 78 r,,Parchment,Latin,988,,Archdeaconry of Nottingham,,mandate,,Obscured text - folds,Benefice and office holding,Inductions,vicar,,,,,,,,,
78 r - 78 r,,Parchment,Latin,989,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefice and office holding,Institutions,rector,,,,,,,,,
78 r - 78 r,,Parchment,Latin,990,,Archdeaconry of Nottingham,,mandate,,Obscured text - folds,Benefice and office holding,Inductions,rector,,,,,,,,,
78 v - 78 v,,Parchment,Latin,991,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
78 v - 78 v,,Parchment,Latin,992,,Archdeaconry of Nottingham,,mandate,,Obscured text - folds,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
78 v - 78 v,,Parchment,Latin,993,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefice and office holding,Institutions,rector (moiety),,,,,,,,,
78 v - 78 v,,Parchment,Latin,994,,Archdeaconry of Nottingham,,mandate,,Obscured text - folds,Benefice and office holding,Inductions,rector (moiety),,,,,,,,,
78 v - 78 v,,Parchment,Latin,995,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefice and office holding,Approbations,prior,,,,,,,,,
78 v - 78 v,,Parchment,Latin,996,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefice and office holding,Institutions,chantry chaplain,,,,,,,,,
78 v - 78 v,,Parchment,Latin,997,,Archdeaconry of Nottingham,,mandate,,Obscured text - folds,Benefice and office holding,Inductions,chantry chaplain,,,,,,,,,
78 v - 78 v,,Parchment,Latin,998,,Archdeaconry of Nottingham,,mandate,,Obscured text - folds,Benefice and office holding,Inductions,rector (moiety),,,,,,,,,
78 v - 78 v,,Parchment,Latin,999,,Archdeaconry of Nottingham,,mandate,,Obscured text - folds,Benefice and office holding,Inductions,rector,,,,,,,,,
78 v - 78 v,,Parchment,Latin,1000,,Archdeaconry of Nottingham,,mandate,,Obscured text - folds,Benefice and office holding,Inductions,vicar,,,,,,,,,
78 v - 78 v,,Parchment,Latin,1001,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefice and office holding,Institutions,rector,,,,,,,,,
78 v - 78 v,,Parchment,Latin,1002,,Archdeaconry of Nottingham,,mandate,,Obscured text - folds,Benefice and office holding,Inductions,rector,,,,,,,,,
78 v - 78 v,,Parchment,Latin,1003,,Archdeaconry of Nottingham,,,,Obscured text - folds,Benefice and office holding,Institutions,vicar,,,,,,,,,
78 v - 78 v,,Parchment,Latin,1004,,Archdeaconry of Nottingham,,mandate,,Obscured text - folds,Benefice and office holding,Inductions,vicar,,,,,,,,,
