New Folio No. ,Entry No.,Entry Part,Person - Title,Person - First name,Person - Last Name - Prefix,Person - Last Name - as written,Person -  Qualification,Person - further description,Person - place of residence - as written,Role - role in entry,Role - associated place - as written,Role - associated place - type,Occupation 1  - employment,Status 1  - office,Status 1 - associated place - as written,Status 1 - associated place - standard,Status 1 - associated place - type,Status 2 - office,Status 2 - associated place - as written,Status 2 - associated place - type,Status 3 - office,Status 3 - Place - as written,Status 3 - Place - Type,Status 4,Status 4 - place - as written,Status 4 - place - type,Status 5,Status 5 - place - as written,Status 5 - place - type,Status 6,Status 6 - place - as written,Status 6 - place - type
,75,,Sir,John,,Aleyn,,,,proctor of new canon and prebendary,,,,canon,Wistowe,,canonry,prebendary,Wistowe,prebend,,,,,,,,,,,,
10,76,,,,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,76,,,,,,,,,addressees,,,,chapter,Ebor',,church,,,,,,,,,,,,,,,
,76,,,John,,Bacun,,,,new canon and prebendary,,,,,,,,,,,,,,,,,,,,,,
10,77,,,,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,77,,Sir,John,,Daventre,,,,addressee,,,priest,canon,Wistowe,,canonry,prebendary,Wistowe,prebend,,,,,,,,,,,,
,77,,Sir,John,,Bacun,,,,new canon and prebendary,,,,,,,,,,,,,,,,,,,,,,
10,78,,,,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,78,,,John,,Bacun,,,,addressee,,,clerk,canon,Driffeld,,canonry,prebendary,Driffeld,prebend,,,,,,,,,,,,
,78,,Sir,Richard,de,Thoern',,,,proctor of former canon and prebendary,,,,,,,,prebendary,Driffeld,,,,,,,,,,,,,
,78,,Sir,John,,Daventre,,,,former canon and prebendary,,,,canon,Driffeld,,canonry,prebendary,Driffeld,prebend,,,,,,,,,,,,
,78,,Sir,John,,Aleyn,,,,proctor of new canon and prebendary,,,,,,,,,,,,,,,,,,,,,,
10,79,,,,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,79,,Sir,John,,Daventre,,,,addressee,,,,canon,Wistowe,,canonry,prebendary,Wistowe,prebend,,,,,,,,,,,,
,79,,Sir,John,,Aleyn,,,,proctor of former canon and prebendary,,,,,,,,,,,,,,,,,,,,,,
,79,,,John,,Bacun,,,,former canon and prebendary,,,,canon,Wistowe,,canonry,prebendary,Wistowe,prebend,,,,,,,,,,,,
,79,,Sir,Richard,de,Thoern',,,,proctor of new canon and prebendary,,,,,,,,,,,,,,,,,,,,,,
10,80,,,,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,80,,,,,,,,,addressees,,,,chapter,Ebor',,church,,,,,,,,,,,,,,,
,80,,Sir,John,,Daventre,,,,new canon and prebendary,,,,canon,Wistowe,,canonry,prebendary,Wistowe,prebend,,,,,,,,,,,,
10,81,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,81,,,,,,,,,addressees,,,,chapter,Ebor',,church,,,,,,,,,,,,,,,
,81,,Sir,Richard,de,Thoern,,,,proctor of former canon and prebendary,,,,,,,,,,,,,,,,,,,,,,
,81,,Sir,John,,Daventre,,,,former canon and prebendary,,,,canon,Wystowe,,canonry,prebendary,Wystowe,prebend,,,,,,,,,,,,
,81,,,Robert,de,Bolton,,,,curator of John de la Pole,,,,,,,,,,,,,,,,,,,,,,
,81,,,John ,de la,Pole,,,,?son of Michael de la Pole,,,,,,,,,,,,,,,,,,,,,,
,81,,Sir,Michael,de la,Pole,,,,father of John de la Pole,,,knight,,,,,,,,,,,,,,,,,,,
,81,,,Urban VI,,,,,,Pope,,,,,,,,,,,,,,,,,,,,,,
,81,,,Robert,de,Bolton,,,,new canon and prebendary,,,,canon,Wystowe,,canonry,prebendary,Wystowe,prebend,,,,,,,,,,,,
10,82,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,82,,,Richard II,,,,,,addressee,,,,king,,,,,,,,,,,,,,,,,,
,82,,,,,,,,,collector,,,,abbot,mon be Ebor',,monastery,,,,,,,,,,,,,,,
,82,,,,,,,,,collector,,,,prior,Shelford,,[priory],,,,,,,,,,,,,,,
10,83,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,83,,,,,,,,,addressees,,,,chapter,Beverlac',,collegiate church,,,,,,,,,,,,,,,
,83,,,,,,,,,chapter,,,,subjects of visitation,,,,,,,,,,,,,,,,,,
,83,,,,,,,,,vicars,,,,subjects of visitation,,,,,,,,,,,,,,,,,,
,83,,,,,,,,,clerks,,,,subjects of visitation,,,,,,,,,,,,,,,,,,
11,84,,,,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,84,,,William,de,Neuton',,,,addressee,,,,one of seven clerks of Berefell,Beverlac',,church,,,,,,,,,,,,,,,
11,85,,,,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,85,,,,,,,,,addressees,,,,chapter,,,,,,,,,,,,,,,,,,
,85,,,,,,,,,prior,,,,St Michaelis iuxta Kyngston' super hull,house (Carthusian),,,,,,,,,,,,,,,,,
,85,,,,,,,,,brothers,,,,St Michaelis iuxta Kyngston' super hull,house (Carthusian),,,,,,,,,,,,,,,,,
,85,,Sir,Michael,de la,Pole,,,,founder,,,,,,,,,,,,,,,,,,,,,,
11,86,,,,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,86,,Master,Hugh,de,Fletham,,,,addressee,,,,"advocate, bishop's court",,,,,,,,,,,,,,,,,,
,86,,Master,Nicholas,,Brome,,,de Esyngwald,addressee,,,,notary,,,,,,,,,,,,,,,,,,
,86,,Sir,Richard,de,Fenton',,,,addressee,,,,chaplain,,,,,,,,,,,,,,,,,,
,86,,,,,,,,,chapter,,,,beati petri Ebor',,cathedral church,,,,,,,,,,,,,,,,
,86,,,,,,,,,prior and convent,,,,St Michaelis prope villam super hull,,house (Carthusian),,,,,,,,,,,,,,,,
11,87,,,Robert,,Skargill,,,,addressee,,,clerk,canon,Bichill with Knaresburgh,canonry,,prebendary,Bichill with Knaresburgh,prebend,,,,,,,,,,,,
11,88,,,Robert,de,Beverlaco,,,,testator,,,,canon,beati Johannis Beverlac',collegiate church,,,,,,,,,,,,,,,,
,88,,,Alexander,,[Neville],,,,present,,,,archbishop,Ebor',diocese,,,,,,,,,,,,,,,,
,88,,Sir,Robert,de,Louthorp,,,,probate granted to,,,,vicar-choral,beati Johannis Beverlac',collegiate church,,,,,,,,,,,,,,,,
11,89,,,,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,89,,Sir,Robert,de,Louthorp,,,,executor,,,,vicar,beati Johannis Beverlac',church,,,,,,,,,,,,,,,,
,89,,Sir,Robert,de,Beverlaco,,,,testator,,,,canon,beati Johannis Beverlac',church,,,,,,,,,,,,,,,,
11,90,,,Richard,,Plommer,,,in Beverl',testator,,,,,,,,,,,,,,,,,,,,,,
,90,,,John,,Ryse,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
,90,,,William,,Payntour,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
,90,,,Marjorie,,Plommer,,wife of testator,,residuary legatee,,,,,,,,,,,,,,,,,,,,,,
,90,,,Marjorie,,Plommer,,,,executrix,,,,,,,,,,,,,,,,,,,,,,
11,91,,Sir,Richard,de,Lyntesford,,,,testator,,,,prebendary,beate Marie Lincoln,prebend,,canon,beati Johannis Beverl',collegiate church,,,,,,,,,,,,
,91,,,[ ],de,Legh,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
,91,,,Robert,de,Legh,,,,husband of legatee,,,,,,,,,,,,,,,,,,,,,,
,91,,,Emma,,[ ],,,,legatee,,,,,,,,,,,,,,,,,,,,,,
,91,,,Anne,de,Ouresbye,,,,mother of legatee,,,,,,,,,,,,,,,,,,,,,,
,91,,,[ ],,[ ],,,,legatee,,,,,,,,,,,,,,,,,,,,,,
,91,,,John,,Pistor,,,,husband of legatee,,,,,,,,,,,,,,,,,,,,,,
,91,,,[ ],,[ ],,,,legatee,,,,,,,,,,,,,,,,,,,,,,
,91,,,Thomas,,Cocus,,,,husband of legatee,,,,,,,,,,,,,,,,,,,,,,
,91,,Sir,William,de,Bonaye,,,,executor,,,,,,,,,,,,,,,,,,,,,,
,91,,Sir,John,de,Wellyngour',,,,executor,,,,,,,,,,,,,,,,,,,,,,
,91,,,Robert,,Legh,,,,executor,,,,,,,,,,,,,,,,,,,,,,
11,92,,,,,,,,,present,,,,chancellor,,,,,,,,,,,,,,,,,,
,92,,[Sir],[Richard],[de],[Lyntesford],,,,[testator],,,,,,,,,,,,,,,,,,,,,,
,92,,,Robert,de,Legh,,,,"executor, granted probate",,,,,,,,,,,,,,,,,,,,,,
11,93,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,93,,Sir,Richard,de,Weton',,,,addressee,,,priest,altar vicar,altaris sancti petri in ecclesia Beverl',collegiate church,,,,,,,,,,,,,,,,
,93,,Sir,John,de,Sprotlay,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
11,94,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,94,,,,,,,,,addressee,,,,dean,Beverlac',[collegiate church],,,,,,,,,,,,,,,,
,94,,Sir,Richard,de,Weton',,,,new altar vicar,,,,,,,,,,,,,,,,,,,,,,
11,95,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,95,,Sir,Nicholas,de,Burthan,,,,addressee,,,priest,altar vicar,altar' sancti martini ecclesie nostre  collegeat' Beverlac',collegiate church,,,,,,,,,,,,,,,,
,95,,Sir,Richard,de,Elvyngton',,,,promoter,,,,former altar vicar,,,,,,,,,,,,,,,,,,
11,96,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,96,,,,,,,,,addressee,,,,dean,Beverlac',[collegiate church],,,,,,,,,,,,,,,,
,96,,Sir,Nicholas,de,Burthan,,,,new altar vicar,,,,,,,,,,,,,,,,,,,,,,
12a,97,b,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,97,b,,Richard II,,,,,,addressee,,,,king,,,,,,,,,,,,,,,,,,
,97,b,,,,,,,,tax collector,,,,abbot,beate Marie Ebor',monastery,,,,,,,,,,,,,,,,
,97,b,,,,,,,,tax collector,,,,prior,Thurgarton',priory,,,,,,,,,,,,,,,,
12,98,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,98,,Sir,Adam,de,Walton',,,,addressee,,,priest,altar vicar,altar' beate Marie in ecclesiam nostram beati Johannis Beverlac',collegiate church,,,,,,,,,,,,,,,,
,98,,Sir,John,de,Nafferton',,,,promoter,,,,former altar vicar,,,,,,,,,,,,,,,,,,
12,99,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,99,,,,,,,,,addressee,,,,dean,Beverlac',[collegiate church],,,,,,,,,,,,,,,,
,99,,Sir,Adam,de,Walton',,,,new altar vicar,,,,,,,,,,,,,,,,,,,,,,
12,100,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,100,,Sir,John,,Lary,,,,addressee,,,priest,altar vicar,altar' sancti Michaelis in ecclesaim nostram beati petri Beverlac',collegiate church,,,,,,,,,,,,,,,,
,100,,Sir,William,de,Wakefeld,,,,promoter,,,,former altar vicar,,,,,,,,,,,,,,,,,,
12,101,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,101,,,,,,,,,addressee,,,,dean,Beverlac',[collegiate church],,,,,,,,,,,,,,,,
,101,,Sir,John,,Lary,,,,new altar vicar,,,,,,,,,,,,,,,,,,,,,,
12,102,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,102,,,,,,,,,addressees,,,,chapter,Ebor',,cathedral church,,,,,,,,,,,,,,,
,102,,,Urban VI,,,,,,provider,,,,Pope,,,,,,,,,,,,,,,,,,
,102,,Master,John,,Moubray,utrius iuris doctor,,,new canon and prebendary,,,,canon,[ ],,canonry,prebendary,[ ],prebend,,,,,,,,,,,,
,102,,,Robert,de,Stretton',,,,former canon and prebendary,,,,,,,,,,,,,,,,,,,,,,
,102,,,William,,Moubray,,,,proctor of new canon and prebendary,,,,,,,,,,,,,,,,,,,,,,
12,103,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,103,,Sir,Thomas,de,Stanley,,,,addressee,,,priest,canon,Ampilford,,canonry,prebendary,Ampilford,prebend,,,,,,,,,,,,
,103,,Master,Roger,de,Freton',,,,former canon and prebendary,,,,,,,,,,,,,,,,,,,,,,
,103,,Sir,William,,Coustby,,,,proctor of new canon and prebendary,,,chaplain,,,,,,,,,,,,,,,,,,,
12,104,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,104,,,,,,,,,addressees,,,,chapter,Ebor',,[cathedral church],,,,,,,,,,,,,,,
,104,,Sir,Thomas,de,Stanley,,,,new canon and prebendary,,,,,,,,,,,,,,,,,,,,,,
12,105,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,105,,,,,,,,,addressees,,,,chapter,Ebor',,cathedral church,,,,,,,,,,,,,,,
,105,,,Urban VI,,,,,,provider,,,,Pope,,,,,,,,,,,,,,,,,,
,105,,Sir,Adam,,[ ],,,,provisor,,,,cardinal-priest,Sanct Cecilie,,titular church,dean,,,,,,,,,,,,,,
,105,,,Anglicus,,[ ],,,,former dean,,,,former bishop,Albanen',,diocese,,,,,,,,,,,,,,,
,105,,Master,Stephen,,Perci?,,,,proctor of new dean,,,,,,,,,,,,,,,,,,,,,,
12 r,106,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
,106,,,,,,,,,addressees,,,,chapter,beati Wilfridi Ripon',,collegiate church,,,,,,,,,,,,,,,
,106,,Sir,John,de,Bouryng',,,,former canon and prebendary,,,,canon,Eldon in ecclia college Aukland Dunelm' dioc',,canonry,prebendary,Eldon,prebend,,,,,,,,,,,,
,106,,Master,Robert,,Manfeld,,,,new canon and prebendary,,,,canon,Nunwyk,,canonry,prebendary,Nunwyk,prebend,,,,,,,,,,,,
12 v - 12 v,107,,,Alexander,,,,,,sender,,,archbishop,,,,,,,,,,,,,,,,,,,
12 v - 12 v,107,,Master,John,de,Scardeburgh,,,,addressee,,,clerk,,,,,,,,,,,,,,,,,,,
12 v - 12 v,107,,Master,Hugh,de,Wymondwald,,,,former prebendary,,,,prebendary,beate Marie & sanctorum angelorum,,chapel,,,,,,,,,,,,,,,
12 v - 12 v,108,,,Alexander,,,,,,sender,,,archbishop,,,,,,,,,,,,,,,,,,,
12 v - 12 v,108,,Master,William,de,Cawode,,,,addressee,,,,commissary general,Ebor',,archbishop's court,,,,,,,,,,,,,,,
12 v - 12 v,108,,Master,John,de,Scardeburgh,,,,new prebendary,,,,prebendary,beate Marie & sanctorum angelorum,,chapel,,,,,,,,,,,,,,,
12 v - 12 v,109,,,Alexander,,,,,,sender,,,archbishop,,,,,,,,,,,,,,,,,,,
12 v - 12 v,109,,,,,,,,,addressees,,,,chapter,Ebor',,cathedral church,,,,,,,,,,,,,,,
12 v - 12 v,109,,,,,,,,,addressee,,,,dean,Ebor',,cathedral church,,,,,,,,,,,,,,,
12 v - 12 v,109,,,Urban VI,,,,,,Pope,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,109,,Sir,William,,Erremyn,,,,"canon, expectative grace",,,,rector,Assheby,,church (Lincoln diocese),canon,Northneubald,canonry,prebendary,Northneubald,prebend,,,,,,,,,
12 v - 12 v,109,,,John,,Danyell,,,,proctor of canon,,,clerk,,,,,,,,,,,,,,,,,,,
12 v - 12 v,109,,Sir,Henry,de,Snayth,,,,former canon and prebendary,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,110,,,Alexander,,,,,,sender,,,archbishop,,,,,,,,,,,,,,,,,,,
12 v - 12 v,110,,,,,,,,,addressees,,,,chapter,beati petri Ebor',,cathedral church,,,,,,,,,,,,,,,
12 v - 12 v,110,,,John,de,Skirlawe,,,,new prebendary,,,,canon,capelle sancti martini Londonien',,chapel,prebendary,Ampilford,prebend,,,,,,,,,,,,
12 v - 12 v,110,,Master,John,,Hilliard,,,,proctor of new prebendary,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,110,,Master,Roger,de,Freton',,,,former prebendary,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,111,,Master,Radulphus,,Walas,,,,testator,,,chaplain,precentor,Beverl',,church,,,,,,,,,,,,,,,
12 v - 12 v,111,,Sir,Adam,de,Walton',,,,legatee,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,111,,[],[],,[],,sister of legatee,,legatee,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,111,,Sir,John,,Walas,,,,legatee,,,,monk,Watton',,monastery,,,,,,,,,,,,,,,
12 v - 12 v,111,,,Laurence,,,,of testator's household?,,legatee,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,111,,,William,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 v - 12 v,111,,,Robert,de,Scampston',,,,executor,,,,rector,Catwyk',,church,,,,,,,,,,,,,,,
12 v - 12 v,111,,Sir,Thomas,de,Godmundham,,,,executor,,,,rector (two parts),Godmundham,,church,,,,,,,,,,,,,,,
12 v - 12 v,111,,,John,del,Stanes/Staves,,,of Beverley,executor,,,,,,,,,,,,,,,,,,,,,,
20 v - 20 v,241,,,John,,Kyneton',,,,testator,,,,,,,,,,,,,,,,,,,,,,
20 v - 20 v,242,,,[John],,[Kyneton'],,,,[testator],,,,,,,,,,,,,,,,,,,,,,
23 r - 23 r,288,,,Henry,,Sayvill,,,,testator,,,,,,,,,,,,,,,,,,,,,,
23 r - 23 r,289,,,Henry,,Sayvill,,,,testator,,,,,,,,,,,,,,,,,,,,,,
23 v - 23 v,296,,,Thomas,de,Swillyngton',,,de Birkyn,testator,,,,,,,,,,,,,,,,,,,,,,
23 v - 23 v,297,,,Thomas,de,Swillyngton',,,de Birkyn,testator,,,,,,,,,,,,,,,,,,,,,,
24 r - 24 r,307,,,John,de,Brampton',,,,testator,,,,rector,Badesworth,,church,,,,,,,,,,,,,,,
26 v - 26 v,342,,,Thomas,de,Stocton',,,,testator,,,,citizen,Ebor',,city,,,,,,,,,,,,,,,
31 v - 31 v,439,,,Denis,,Marras/Marreys,,,,testator,,,,,,,,,,,,,,,,,,,,,,
32 r - 32 r,448,,,Elizabeth,,,,"relict of Nicholas de Wortelay, knight",,testatrix,,,,,,,,,,,,,,,,,,,,,,
32 r - 32 r,448,,,Nicholas,de,Wortelay,,,,testatrix's late husband,,,knight,,,,,,,,,,,,,,,,,,,
33 r - 33 r,465,,,Adam,de,Hopton,,,,testator,,,,,,,,,,,,,,,,,,,,,,
33 v - 33 v,474,,,William,de,Querneby,,,,testator,,,,,,,,,,,,,,,,,,,,,,
43 v - 43 v,604,,,John,de,Percy,,senior,de Kildall,testator,,,,,,,,,,,,,,,,,,,,,,
53 v - 53 v,671,,,Patrick,de,Langdale,,,,testator,,,,,,,,,,,,,,,,,,,,,,
54 r - 54 r,674,,,John,,Chaumberleyn,,,de Beverlaco,testator,,,,,,,,,,,,,,,,,,,,,,
55 v - 55 v,699,,,John,Chamberlayn,,,,de Beverlaco,testator,,,,,,,,,,,,,,,,,,,,,,
57 r - 57 r,715,,,John,,Constable,,,de Holm in Spaldyngmore,testator,,,,,,,,,,,,,,,,,,,,,,
57 v - 57 v,717,,Sir,John,de,Meaux,,,de Bewik,testator,,,knight,,,,,,,,,,,,,,,,,,,
58 v - 58 v,729,,,Agnes,del,Cotes,,,,testatrix,,,,,,,,,,,,,,,,,,,,,,
58 v - 58 v,730,,,Thomas,del,Clay,,,de Etton',testator,,,,,,,,,,,,,,,,,,,,,,
59 r - 59 r,731,,Sir,Marmaduke,,Constable,,,,testator,,,knight,,,,,,,,,,,,,,,,,,,
59 r - 59 r,732,,Sir,Marmaduke,,Constable,,,,testator,,,knight,,,,,,,,,,,,,,,,,,,
60 v - 60 v,753,,,Thomas/Peter,de,Grymesby,,,,testator,,,,,,,,,,,,,,,,,,,,,,
62 v - 62 v,770,,,John,,Constable,,,de Frysmersk',testator,,,,,,,,,,,,,,,,,,,,,,
62 v - 62 v,771,,,John,,Constable,,,de Frysmersk',testator,,,,,,,,,,,,,,,,,,,,,,
63 r - 63 r,777,,,Roger,de,Boudon',,,,testator,,,,rector,Beford,,church,,,,,,,,,,,,,,,
63 r - 63 r,778,,,Roger,de,Boudon',,,,testator,,,,rector,Beford,,church,,,,,,,,,,,,,,,
63 r - 63 v,781,,,Richard,de,Feryby,,senior,,testator,,,,,,,,,,,,,,,,,,,,,,
63 v - 63 v,785,,,Katherine,,,,"widow of Sir William de la Pole, senior, knight",,testatrix,,,,,,,,,,,,,,,,,,,,,,
63 v - 63 v,785,,Sir,William,de la,Pole,,senior,,testatrix's late husband,,,knight,,,,,,,,,,,,,,,,,,,
64 r - 64 r,788,,Sir,William,de,Sixendale,,,,testator,,,chaplain,,,,,,,,,,,,,,,,,,,
64 v - 64 v,796,,,John,[de],Redmar/Redmer,,,,testator,,,,,,,,,,,,,,,,,,,,,,
64 v - 64 v,801,,,Joan,,Steller,,,de Kyngston' super Hull,testatrix,,,,,,,,,,,,,,,,,,,,,,
64 v - 64 v,802,,,William,,Fymer,,,,testator,,,,,,,,,,,,,,,,,,,,,,
65 r - 65 v,815,,,Thomas,,Wilton,,,de Beverlaco,testator,,,,,,,,,,,,,,,,,,,,,,
69 v - 69 v,850,,Sir,Thomas,de,Heth,,knight,,testator,,,,,,,,,,,,,,,,,,,,,,
73 v - 73 v,923,,Sir,William,de,Greyngham,,,,testator,,,,vicar,Walkryngham,,,,,,,,,,,,,,,,,
73 v - 73 v,924,,,,,,,,,addressee,,,,dean,Retteford,,,,,,,,,,,,,,,,,
73 v - 73 v,924,,Sir,William,de,Greyngham,,,,testator,,,,vicar,Walkryngham,,,,,,,,,,,,,,,,,
75 r - 75 r,940,,Sir,William,,Auncell,,,,testator,,,,perpetual vicar,Stoke iuxta Newerk,,church,,,,,,,,,,,,,,,
83 r - 83 r,1058,,,William,de,Furnyvall,,,,testator,,,knight,,,,,,,,,,,,,,,,,,,
83 r - 83 r,1059,,,William,de,Furnyvall,,,,testator,,,knight,,,,,,,,,,,,,,,,,,,
83 r - 83 v,1060,,,William,de,Furnyvall,,,,testator,,,knight,,,,,,,,,,,,,,,,,,,
84 r - 84 r,1076,,,Joan,,,,once the wife of John Frere,,testatrix,,,,,,,,,,,,,,,,,,,,,,
84 r - 84 r,1076,,,John,,Frere,,,,former husband of testatrix,,,,,,,,,,,,,,,,,,,,,,
84 r - 84 r,1077,,,Ralph,,Torkerd'/Torkard',,,de Notyngham,testator (indexed as Torkardy),,,,,,,,,,,,,,,,,,,,,,
88 v - 88 v,1124,,Master,Humphrey,de,Cherleton,,,,testator,,,,archdeacon,Richem',,,,,,,,,,,,,,,,,
97 r - 97 r,1232,,Sir,John,de,Segbruke,,,,testator - not in index,,,,rector,Carleton in Kesteyne Lincolnien dioce,,,,,,,,,,,,,,,,,
98 v - 98 v,1234,,,Thomas,de,Thwayt,,,de Merston',testator,,,,,,,,,,,,,,,,,,,,,,
98 v - 98 v,1235,,Sir,Robert,de,Craven,,,,testator,,,,rector,Huton' Bussell/Buscell in pikerynglith,,"church, moiety",,,,,,,,,,,,,,,
100 r - 100 r,1245,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
100 r - 100 r,1245,,Sir,Henry,de,Barton',,,,addressee,,,,canon,Ebor',,cathedral church,licensee,"Fenton, York diocese",chapel within his house,,,,,,,,,,,,
100 r - 100 r,1246,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
100 r - 100 r,1246,,Dame,Katherine,de,Pole,,,,addressee,,,,parishioner,,,,licensee,Hull,oratory in her house,,,,,,,,,,,,
100 r - 100 r,1247,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
100 r - 100 r,1247,,,William,de,Brantyngham,,,,addressee,,,,clerk,York,,diocese,recipient,,,,,,,,,,,,,,
100 r - 100 r,1248,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
100 r - 100 r,1248,,,John,de,Ecton'/Etton',,,,addressee,,,,recipient,,,,,,,,,,,,,,,,,,
100 r - 100 r,1249,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
100 r - 100 r,1249,,Sir,Henry,,Gray,,,,addressee,,,knight,parishioner,,,,licensee,Radcleve,chapel or oratory within house,,,,,,,,,,,,
100 r - 100 r,1250,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
100 r - 100 r,1250,,Sir,Marmaduke,,Constabell,,,,addressee,,,,licensee,Fleynburgh,,"manor, oratory in",licensee,Holmespaldingmore,"manor, oratory in",licensee,Nafreton,"manor, oratory in",,,,,,,,,
100 r - 100 r,1250,,Lady,,,Constabell,,,,addressee,,,knight's wife,licensee,Fleynburgh,,"manor, oratory in",licensee,Holmespaldingmore,"manor, oratory in",licensee,Nafreton,"manor, oratory in",,,,,,,,,
100 r - 100 r,1250,,,John,,Constabell,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
100 r - 100 r,1251,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
100 r - 100 r,1251,,,John,,Constabell,,,,addressee,,,,licensee,Holmespaldyngmore,,"house, oratory in",,,,,,,,,,,,,,,
100 r - 100 r,1252,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
100 r - 100 r,1252,,Sir,John,,Mewes,,,,addressee,,,knight,licensee,,,,,,,,,,,,,,,,,,
100 r - 100 r,1253,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
100 r - 100 r,1253,,Sir,William,,Auncell,,,,addressee,,,chaplain,licensee,"Newerk, Apiltongate, Sancti Salvatoris",,chapel,,,,,,,,,,,,,,,
100 r - 100 r,1254,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
100 r - 100 r,1254,,,William,,Emle/Elmele,,,,addressee,,,,parishioner,,,,licensee,Wellowe,oratory within house,,,,,,,,,,,,
100 r - 100 r,1254,,,Robert,de,Morton',,,,promoter,,,scutiferi/squire,,,,,,,,,,,,,,,,,,,
100 r - 100 r,1255,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
100 r - 100 r,1255,,,John,,Gayteforde,,,,addressee,,,,licensee,Gayteford,,"house, oratory in",,,,,,,,,,,,,,,
100 r - 100 r,1255,,,Robert,,Morton,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
100 r - 100 r,1256,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
100 r - 100 r,1256,,,John,,Lannu',,,,addressee,,,,licensee,Lanu',,oratory at,,,,,,,,,,,,,,,
100 r - 100 r,1257,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
100 r - 100 r,1257,,Dame,Pernel/Petronilla,de,Synythwate/Syvythwate,,,,addressee,,,,parishioner,,,,licensee,Wilowby,oratory within manor,,,,,,,,,,,,
100 r - 100 r,1258,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
100 r - 100 r,1258,,Dame,Joan,de,Fournivall,,,,addressee,,,,licensee,Ebor' dioc',,all oratories,,,,,,,,,,,,,,,
100 r - 100 r,1258,,Lord,,de,Fournivall,,,,addressee's late husband,,,,,,,,,,,,,,,,,,,,,,
